"","sp","wp","wnp","snp","ds","dm","dl","ss","sm","sl","subclass","port","proto","class"
"6087",0,0,0,0.2,0,0.6,0,0,0.6,0,"From-Normal-Grill",80,"tcp","Normal"
"7167",0,0,0.2,0,0,0,0.6,0,0.4,0.2,"From-Normal-Grill",80,"tcp","Normal"
"4434",0.0952380952380952,0.0952380952380952,0.142857142857143,0.0952380952380952,0,0.523809523809524,0,0,0,0.523809523809524,"From-Botnet-TCP-Established-SPAM",587,"tcp","Botnet"
"6886",0.0476190476190476,0.0476190476190476,0.285714285714286,0.0476190476190476,0.523809523809524,0,0,0,0.523809523809524,0,"From-Normal-Stribrek",80,"tcp","Normal"
"7171",0,0,0.037037037037037,0.407407407407407,0,0,0.518518518518518,0,0.37037037037037,0.148148148148148,"From-Normal-Grill",80,"tcp","Normal"
"8283",0.0434782608695652,0.0434782608695652,0,0.304347826086957,0,0.130434782608696,0.347826086956522,0,0.173913043478261,0.304347826086957,"From-Normal-Grill",80,"tcp","Normal"
"7632",0,0,0,0.285714285714286,0.285714285714286,0,0.285714285714286,0,0.285714285714286,0.285714285714286,"From-Normal-Jist",80,"tcp","Normal"
"3007",0,0,0,0.2,0,0.6,0,0,0,0.6,"From-Botnet-TCP-WEB-Established",80,"tcp","Botnet"
"3163",0.0512820512820513,0,0.384615384615385,0.0256410256410256,0,0,0.512820512820513,0,0,0.512820512820513,"From-Botnet-TCP-Established-HTTP-Ad",80,"tcp","Botnet"
"6679",0,0,0,0.2,0,0.2,0.4,0,0,0.6,"Normal-HTTP-windowsupdate",80,"tcp","Normal"
"1097",0,0,0.2,0,0.2,0.4,0,0.6,0,0,"From-Botnet-TCP-Attempt",6667,"tcp","Botnet"
"8891",0.0201680672268908,0.034733893557423,0.146218487394958,0.298039215686275,0.452100840336134,0.0448179271708683,0.00336134453781513,0.333333333333333,0.166946778711485,0,"From-Normal-Grill",53,"udp","Normal"
"8509",0,0,0,0.285714285714286,0,0,0.571428571428571,0,0.428571428571429,0.142857142857143,"From-Normal-Stribrek",80,"tcp","Normal"
"4621",0,0,0.142857142857143,0.142857142857143,0,0,0.571428571428571,0,0,0.571428571428571,"From-Normal-Grill",80,"tcp","Normal"
"4304",0,0.2,0,0,0,0.6,0,0.6,0,0,"From-Botnet-TCP-Attempt",6667,"tcp","Botnet"
"1005",0.049645390070922,0.066193853427896,0.304964539007092,0.0756501182033097,0,0.501182033096927,0,0.501182033096927,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"3043",0,0,0,0.333333333333333,0,0.222222222222222,0.333333333333333,0,0,0.555555555555556,"From-Botnet-TCP-Established-HTTP-Ad",80,"tcp","Botnet"
"2045",0,0,0.153846153846154,0.230769230769231,0.384615384615385,0.153846153846154,0,0.538461538461538,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"1314",0,0,0.0666666666666667,0.333333333333333,0,0.533333333333333,0,0,0,0.533333333333333,"From-Botnet-TCP-WEB-Established-SSL",443,"tcp","Botnet"
"8109",0,0.133333333333333,0.0666666666666667,0.2,0.266666666666667,0,0.266666666666667,0,0.266666666666667,0.266666666666667,"From-Normal-Stribrek",80,"tcp","Normal"
"1530",0,0,0,0.2,0.2,0.4,0,0.6,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"2223",0,0,0.2,0,0.2,0.4,0,0.6,0,0,"From-Botnet-TCP-Attempt",6667,"tcp","Botnet"
"1948",0,0,0.2,0,0,0.6,0,0.6,0,0,"From-Botnet-TCP-Attempt",6667,"tcp","Botnet"
"1197",0,0.0634920634920635,0.19047619047619,0.222222222222222,0,0.0158730158730159,0.492063492063492,0,0,0.507936507936508,"From-Botnet-TCP-Established-SPAM",587,"tcp","Botnet"
"6495",0.0769230769230769,0.0769230769230769,0.0769230769230769,0.153846153846154,0.0769230769230769,0,0.461538461538462,0.0769230769230769,0.230769230769231,0.230769230769231,"From-Normal-Grill",80,"tcp","Normal"
"6103",0.0280373831775701,0.242990654205607,0.177570093457944,0.0373831775700935,0,0.504672897196262,0,0,0,0.504672897196262,"From-Normal-Stribrek",443,"tcp","Normal"
"4264",0,0.0666666666666667,0.0666666666666667,0.266666666666667,0.333333333333333,0.2,0,0.533333333333333,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"2399",0,0,0.2,0,0,0.6,0,0.6,0,0,"From-Botnet-TCP-Attempt",6667,"tcp","Botnet"
"6128",0,0.142857142857143,0,0.142857142857143,0,0,0.571428571428571,0,0.142857142857143,0.428571428571429,"From-Normal-Stribrek",443,"tcp","Normal"
"2231",0,0,0.2,0,0.2,0.4,0,0.4,0.2,0,"From-Botnet-TCP-Attempt",6667,"tcp","Botnet"
"7139",0,0,0.181818181818182,0.181818181818182,0,0,0.545454545454545,0,0,0.545454545454545,"From-Normal-Jist",80,"tcp","Normal"
"1522",0,0,0,0.285714285714286,0.285714285714286,0.285714285714286,0,0.571428571428571,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"751",0.0170316301703163,0.0632603406326034,0.265206812652068,0.150851581508516,0,0.501216545012166,0,0.501216545012166,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"6622",0,0,0,0.2,0,0,0.6,0,0,0.6,"From-Normal-Stribrek",443,"tcp","Normal"
"1042",0,0.2,0,0,0.6,0,0,0.6,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"5652",0,0,0.132075471698113,0.339622641509434,0.0566037735849057,0,0.452830188679245,0.0377358490566038,0.0566037735849057,0.415094339622642,"From-Normal-Grill",80,"tcp","Normal"
"4174",0,0,0,0.2,0,0.6,0,0.6,0,0,"From-Botnet-TCP-Attempt",6667,"tcp","Botnet"
"7749",0,0,0.266666666666667,0.133333333333333,0,0,0.533333333333333,0,0.0666666666666667,0.466666666666667,"From-Normal-Jist",80,"tcp","Normal"
"1375",0.0184049079754601,0.098159509202454,0.294478527607362,0.0797546012269939,0,0.503067484662577,0,0.503067484662577,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"7648",0,0,0.2,0,0,0,0.6,0,0,0.6,"From-Normal-Stribrek",443,"tcp","Normal"
"8391",0.027027027027027,0.0810810810810811,0.135135135135135,0.216216216216216,0,0.0810810810810811,0.432432432432432,0,0.027027027027027,0.486486486486487,"From-Normal-Stribrek",80,"tcp","Normal"
"6197",0,0,0.2,0,0,0,0.6,0,0,0.6,"From-Normal-Jist",443,"tcp","Normal"
"8450",0.04,0.0304,0.2944,0.1328,0.448,0,0.0528,0,0.4928,0.008,"From-Normal-Stribrek",80,"tcp","Normal"
"8105",0,0.148148148148148,0.148148148148148,0.148148148148148,0,0,0.518518518518518,0,0.222222222222222,0.296296296296296,"From-Normal-Stribrek",80,"tcp","Normal"
"5393",0,0.0909090909090909,0.0909090909090909,0.181818181818182,0,0,0.545454545454545,0,0,0.545454545454545,"From-Normal-Jist",443,"tcp","Normal"
"1220",0,0.2,0,0,0,0.6,0,0,0,0.6,"From-Botnet-TCP-WEB-Established",80,"tcp","Botnet"
"2869",0,0,0,0.285714285714286,0,0.571428571428571,0,0.428571428571429,0.142857142857143,0,"From-Botnet-TCP-Attempt",6667,"tcp","Botnet"
"4454",0.2,0,0,0,0,0.4,0.2,0,0.2,0.4,"From-Botnet-TCP-WEB-Established",80,"tcp","Botnet"
"6153",0,0.0689655172413793,0.172413793103448,0.206896551724138,0.310344827586207,0.206896551724138,0,0,0.172413793103448,0.344827586206897,"From-Normal-Stribrek",80,"tcp","Normal"
"196",0,0,0.222222222222222,0.111111111111111,0,0,0.555555555555556,0,0.222222222222222,0.333333333333333,"From-Botnet-UDP-Attempt-DNS",53,"udp","Botnet"
"4788",0,0.0434782608695652,0.0434782608695652,0.347826086956522,0,0,0.521739130434783,0,0.478260869565217,0.0434782608695652,"From-Normal-Stribrek",80,"tcp","Normal"
"4639",0,0,0,0.333333333333333,0,0.555555555555556,0,0,0,0.555555555555556,"From-Normal-Stribrek",80,"tcp","Normal"
"5093",0,0,0.266666666666667,0.133333333333333,0,0,0.533333333333333,0,0,0.533333333333333,"From-Normal-Jist",443,"tcp","Normal"
"664",0,0,0.222222222222222,0.111111111111111,0.111111111111111,0,0.444444444444444,0,0.222222222222222,0.333333333333333,"From-Botnet-UDP-Attempt-DNS",53,"udp","Botnet"
"334",0,0,0.2,0,0,0.6,0,0.6,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"2702",0,0,0.2,0,0,0.6,0,0.6,0,0,"From-Botnet-TCP-Attempt",6667,"tcp","Botnet"
"2403",0,0,0.285714285714286,0,0,0.571428571428571,0,0.571428571428571,0,0,"From-Botnet-TCP-Attempt",6667,"tcp","Botnet"
"5661",0.2,0,0,0,0,0.6,0,0,0,0.6,"From-Normal-Grill",81,"tcp","Normal"
"8853",0,0.0714285714285714,0.0714285714285714,0.214285714285714,0,0,0.5,0,0.214285714285714,0.285714285714286,"From-Normal-Jist",80,"tcp","Normal"
"6952",0,0.181818181818182,0,0.181818181818182,0,0,0.545454545454545,0,0.454545454545455,0.0909090909090909,"From-Normal-Grill",80,"tcp","Normal"
"4026",0,0,0.142857142857143,0.142857142857143,0.571428571428571,0,0,0.571428571428571,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"5636",0,0,0,0.285714285714286,0,0,0.571428571428571,0,0,0.571428571428571,"From-Normal-Jist",80,"tcp","Normal"
"1219",0.0909090909090909,0,0,0.272727272727273,0,0.545454545454545,0,0,0,0.545454545454545,"From-Botnet-TCP-WEB-Established",80,"tcp","Botnet"
"4055",0,0.0666666666666667,0.2,0.133333333333333,0,0.533333333333333,0,0,0,0.533333333333333,"From-Botnet-TCP-WEB-Established",80,"tcp","Botnet"
"8614",0.0021978021978022,0.032967032967033,0.0989010989010989,0.362637362637363,0.501098901098901,0,0,0.424175824175824,0.0769230769230769,0,"From-Normal-CVUT-WebServer",53,"udp","Normal"
"1177",0,0,0.142857142857143,0.142857142857143,0.142857142857143,0.428571428571429,0,0.571428571428571,0,0,"From-Botnet-TCP-Attempt",6667,"tcp","Botnet"
"4848",0,0,0,0.2,0.6,0,0,0,0,0.6,"From-Normal-Jist",80,"tcp","Normal"
"6749",0,0,0,0.2,0,0,0.6,0,0.4,0.2,"From-Normal-Jist",80,"tcp","Normal"
"5666",0,0,0,0.285714285714286,0,0,0.571428571428571,0,0.428571428571429,0.142857142857143,"From-Normal-Grill",80,"tcp","Normal"
"7480",0,0,0,0.384615384615385,0,0,0.538461538461538,0,0,0.538461538461538,"From-Normal-Grill",443,"tcp","Normal"
"7942",0,0,0,0.475409836065574,0.213114754098361,0,0.295081967213115,0,0.295081967213115,0.213114754098361,"From-Normal-Jist",80,"tcp","Normal"
"1316",0,0,0,0.25,0,0.5,0,0,0,0.5,"From-Botnet-TCP-Established-SSL-To-Microsoft",443,"tcp","Botnet"
"6841",0.0285714285714286,0,0.114285714285714,0.314285714285714,0.257142857142857,0.2,0.0571428571428571,0,0,0.514285714285714,"From-Normal-Grill",443,"tcp","Normal"
"2743",0.00934579439252336,0.0373831775700935,0.327102803738318,0.11214953271028,0.0186915887850467,0.485981308411215,0,0.504672897196262,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"1891",0.0909090909090909,0.0909090909090909,0.181818181818182,0,0.363636363636364,0.181818181818182,0,0.545454545454545,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"5806",0.480446927374302,0,0.0111731843575419,0,0,0.502793296089385,0,0,0,0.502793296089385,"From-Normal-Stribrek",80,"tcp","Normal"
"1756",0,0,0.0689655172413793,0.379310344827586,0,0.517241379310345,0,0,0,0.517241379310345,"From-Botnet-TCP-Established-HTTP-Ad",80,"tcp","Botnet"
"1720",0.0352941176470588,0.0352941176470588,0.258823529411765,0.152941176470588,0.0117647058823529,0.494117647058824,0,0.505882352941176,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"8497",0,0,0.181818181818182,0.181818181818182,0,0,0.545454545454545,0,0,0.545454545454545,"From-Normal-Grill",80,"tcp","Normal"
"2432",0,0,0.2,0,0,0.6,0,0,0,0.6,"From-Botnet-TCP-WEB-Established-SSL",443,"tcp","Botnet"
"8890",0,0,0.129032258064516,0.32258064516129,0,0,0.516129032258065,0,0.387096774193548,0.129032258064516,"From-Normal-Grill",80,"tcp","Normal"
"5783",0,0,0.142857142857143,0.142857142857143,0,0,0.571428571428571,0,0,0.571428571428571,"From-Normal-Grill",80,"tcp","Normal"
"4160",0.0196078431372549,0.0588235294117647,0.235294117647059,0.156862745098039,0.0588235294117647,0.450980392156863,0,0.509803921568627,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"2127",0,0,0.333333333333333,0,0,0.555555555555556,0,0,0,0.555555555555556,"From-Botnet-TCP-WEB-Established",80,"tcp","Botnet"
"3871",0,0,0.2,0,0.6,0,0,0.6,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"5882",0.0588235294117647,0.0588235294117647,0,0.294117647058824,0,0,0.529411764705882,0,0,0.529411764705882,"From-Normal-Jist",443,"tcp","Normal"
"5055",0.001998001998002,0.004995004995005,0.0392940392940393,0.453213453213453,0.494505494505495,0.00333000333000333,0.00233100233100233,0.264069264069264,0.236097236097236,0,"From-Normal-CVUT-WebServer",53,"udp","Normal"
"5848",0,0,0,0.4,0,0,0.533333333333333,0,0,0.533333333333333,"From-Normal-Jist",443,"tcp","Normal"
"3885",0,0,0.285714285714286,0,0.571428571428571,0,0,0.571428571428571,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"4082",0.00813008130081301,0.040650406504065,0.178861788617886,0.260162601626016,0.0975609756097561,0.40650406504065,0,0.504065040650406,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"1430",0,0,0,0,0,0.5,0,0,0.5,0,"From-Botnet-TCP-Attempt",6667,"tcp","Botnet"
"8370",0,0,0,0.357142857142857,0,0.142857142857143,0.357142857142857,0,0,0.5,"From-Normal-Grill",80,"tcp","Normal"
"528",0.00558659217877095,0.0614525139664804,0.301675977653631,0.122905027932961,0,0.502793296089385,0,0.502793296089385,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"2539",0,0,0.4,0.04,0.44,0.08,0,0.52,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"8432",0,0,0,0.285714285714286,0,0,0.571428571428571,0,0,0.571428571428571,"From-Normal-Grill",80,"tcp","Normal"
"4494",0,0,0,0,0,0,0.5,0,0,0.5,"From-Normal-Jist",80,"tcp","Normal"
"2638",0.133333333333333,0.0666666666666667,0.0666666666666667,0.133333333333333,0.266666666666667,0.266666666666667,0,0.533333333333333,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"5886",0.0350877192982456,0.0701754385964912,0.0526315789473684,0.315789473684211,0,0.12280701754386,0.385964912280702,0,0.0350877192982456,0.473684210526316,"From-Normal-Jist",80,"tcp","Normal"
"4148",0,0,0,0.457142857142857,0.314285714285714,0.0571428571428571,0.142857142857143,0,0,0.514285714285714,"From-Botnet-TCP-Established-HTTP-Ad",80,"tcp","Botnet"
"6643",0.028169014084507,0.0422535211267606,0.0563380281690141,0.352112676056338,0,0,0.507042253521127,0,0.140845070422535,0.366197183098592,"From-Normal-Stribrek",80,"tcp","Normal"
"7963",0.384615384615385,0,0,0,0,0,0.538461538461538,0,0,0.538461538461538,"From-Normal-Stribrek",443,"tcp","Normal"
"1950",0,0,0.142857142857143,0.142857142857143,0.142857142857143,0.428571428571429,0,0.571428571428571,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"6339",0,0,0.0810810810810811,0.378378378378378,0,0,0.513513513513513,0,0,0.513513513513513,"From-Normal-Jist",443,"tcp","Normal"
"7880",0.181818181818182,0,0.0909090909090909,0.0909090909090909,0,0,0.545454545454545,0,0,0.545454545454545,"From-Normal-Jist",80,"tcp","Normal"
"3798",0,0,0.111111111111111,0.222222222222222,0,0.555555555555556,0,0,0,0.555555555555556,"From-Botnet-TCP-WEB-Established-SSL",443,"tcp","Botnet"
"4585",0,0.0769230769230769,0.0769230769230769,0.230769230769231,0,0,0.538461538461538,0,0.230769230769231,0.307692307692308,"From-Normal-Grill",80,"tcp","Normal"
"8171",0,0,0,0.2,0,0.3,0.1,0,0.2,0.2,"From-Normal-Stribrek",80,"tcp","Normal"
"3145",0,0,0.2,0,0,0.6,0,0,0.6,0,"From-Botnet-TCP-Attempt",6667,"tcp","Botnet"
"6713",0.012987012987013,0.025974025974026,0.155844155844156,0.285714285714286,0,0,0.506493506493506,0,0.0649350649350649,0.441558441558442,"From-Normal-Jist",80,"tcp","Normal"
"4419",0,0,0,0.2,0,0.6,0,0.6,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"1741",0,0.0909090909090909,0.0909090909090909,0.181818181818182,0,0.545454545454545,0,0.545454545454545,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"7761",0.0425531914893617,0.0851063829787234,0.106382978723404,0.234042553191489,0,0,0.51063829787234,0,0,0.51063829787234,"From-Normal-Stribrek",80,"tcp","Normal"
"8025",0,0.142857142857143,0,0.142857142857143,0,0,0.571428571428571,0,0.285714285714286,0.285714285714286,"From-Normal-Stribrek",80,"tcp","Normal"
"6795",0,0,0.272727272727273,0.0909090909090909,0,0,0.545454545454545,0,0,0.545454545454545,"From-Normal-Grill",80,"tcp","Normal"
"8032",0.0408163265306122,0.0612244897959184,0.102040816326531,0.26530612244898,0,0,0.510204081632653,0,0.448979591836735,0.0612244897959184,"From-Normal-Grill",80,"tcp","Normal"
"3743",0,0.142857142857143,0.142857142857143,0,0.571428571428571,0,0,0.571428571428571,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"8661",0,0,0.133333333333333,0.266666666666667,0,0.466666666666667,0.0666666666666667,0,0.0666666666666667,0.466666666666667,"From-Normal-Stribrek",80,"tcp","Normal"
"8366",0,0.0285714285714286,0.0857142857142857,0.342857142857143,0.314285714285714,0.2,0,0,0.2,0.314285714285714,"From-Normal-Jist",80,"tcp","Normal"
"908",0,0,0,0,0,0.5,0,0.5,0,0,"From-Botnet-TCP-Attempt",6667,"tcp","Botnet"
"4519",0.125,0,0.125,0,0,0,0.5,0,0,0.5,"From-Normal-Jist",993,"tcp","Normal"
"2706",0,0.0196078431372549,0.274509803921569,0.176470588235294,0,0.509803921568627,0,0.509803921568627,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"4941",0,0,0,0.363636363636364,0,0.272727272727273,0.272727272727273,0,0.181818181818182,0.363636363636364,"From-Normal-Grill",80,"tcp","Normal"
"6980",0,0.117647058823529,0.294117647058824,0,0.529411764705882,0,0,0,0,0.529411764705882,"From-Normal-Stribrek",80,"tcp","Normal"
"461",0.0169491525423729,0.0508474576271186,0.288135593220339,0.11864406779661,0,0.474576271186441,0.0338983050847458,0.508474576271186,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"1030",0,0,0,0.2,0.4,0.2,0,0.6,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"4653",0.0769230769230769,0,0.0769230769230769,0.153846153846154,0,0.307692307692308,0.153846153846154,0,0.153846153846154,0.307692307692308,"From-Normal-Stribrek",80,"tcp","Normal"
"1126",0,0,0.142857142857143,0.142857142857143,0,0.571428571428571,0,0.571428571428571,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"6780",0,0,0.166666666666667,0,0,0,0.5,0,0,0.5,"From-Normal-Grill",443,"tcp","Normal"
"4294",0,0,0.2,0,0.2,0.4,0,0.4,0.2,0,"From-Botnet-TCP-Attempt",6667,"tcp","Botnet"
"647",0,0,0,0.166666666666667,0.166666666666667,0,0.333333333333333,0,0.166666666666667,0.333333333333333,"From-Botnet-UDP-DNS",53,"udp","Botnet"
"8648",0.08,0.04,0.08,0.24,0,0.52,0,0,0,0.52,"From-Normal-Stribrek",80,"tcp","Normal"
"1798",0,0,0.2,0,0,0.6,0,0,0,0.6,"From-Botnet-TCP-Established-SSL-To-Microsoft",443,"tcp","Botnet"
"3352",0.0180360721442886,0.0501002004008016,0.270541082164329,0.158316633266533,0.316633266533066,0.182364729458918,0.00200400801603206,0.501002004008016,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"1793",0,0.2,0,0,0,0.6,0,0.6,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"7074",0,0,0,0.272727272727273,0,0,0.454545454545455,0,0,0.454545454545455,"From-Normal-Grill",80,"tcp","Normal"
"2786",0,0,0,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,0.166666666666667,0.333333333333333,"From-Botnet-TCP-HTTP-Google-Net-Established",80,"tcp","Botnet"
"6646",0,0.111111111111111,0.111111111111111,0.111111111111111,0,0,0.555555555555556,0,0.111111111111111,0.444444444444444,"From-Normal-Stribrek",80,"tcp","Normal"
"4860",0,0,0.142857142857143,0.142857142857143,0,0,0.571428571428571,0,0,0.571428571428571,"From-Normal-Jist",80,"tcp","Normal"
"2179",0,0,0.222222222222222,0.111111111111111,0,0.111111111111111,0.444444444444444,0,0,0.555555555555556,"From-Botnet-TCP-WEB-Established",80,"tcp","Botnet"
"1518",0,0.08,0.16,0.2,0.2,0.32,0,0.52,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"7287",0,0,0,0.285714285714286,0,0,0.571428571428571,0,0.571428571428571,0,"From-Normal-Stribrek",80,"tcp","Normal"
"3307",0,0.0444444444444444,0.0888888888888889,0.333333333333333,0,0.511111111111111,0,0,0,0.511111111111111,"From-Botnet-TCP-Established-SSL-To-Microsoft",443,"tcp","Botnet"
"3811",0.0606060606060606,0.151515151515152,0.181818181818182,0.0606060606060606,0,0.515151515151515,0,0,0,0.515151515151515,"From-Botnet-TCP-Established-SSL-To-Microsoft",443,"tcp","Botnet"
"2816",0,0,0,0.2,0,0.6,0,0.6,0,0,"From-Botnet-TCP-Attempt",6667,"tcp","Botnet"
"6936",0,0,0,0.384615384615385,0,0,0.538461538461538,0,0.384615384615385,0.153846153846154,"From-Normal-Grill",80,"tcp","Normal"
"6422",0.00578034682080925,0.0289017341040462,0.300578034682081,0.15606936416185,0.427745664739884,0,0.0751445086705202,0,0.485549132947977,0.0173410404624277,"From-Normal-Stribrek",80,"tcp","Normal"
"3161",0,0,0.0952380952380952,0.333333333333333,0,0.0952380952380952,0.428571428571429,0,0,0.523809523809524,"From-Botnet-TCP-Established-HTTP-Ad",80,"tcp","Botnet"
"3795",0,0,0,0.2,0,0.6,0,0,0,0.6,"From-Botnet-TCP-WEB-Established",80,"tcp","Botnet"
"6903",0,0.0909090909090909,0.0909090909090909,0.181818181818182,0,0,0.545454545454545,0,0.454545454545455,0.0909090909090909,"From-Normal-Stribrek",80,"tcp","Normal"
"5151",0,0.133333333333333,0.2,0.0666666666666667,0.0666666666666667,0,0.466666666666667,0,0,0.533333333333333,"From-Normal-Jist",80,"tcp","Normal"
"732",0.2,0,0,0,0,0,0.6,0,0,0.6,"From-Botnet-TCP-Established",65520,"tcp","Botnet"
"6011",0,0,0,0.2,0,0,0.6,0,0.4,0.2,"From-Normal-Grill",80,"tcp","Normal"
"639",0,0,0,0,0.5,0,0,0.25,0.25,0,"From-Botnet-UDP-DNS",53,"udp","Botnet"
"8452",0,0,0.142857142857143,0.142857142857143,0,0,0.571428571428571,0,0.571428571428571,0,"From-Normal-Grill",80,"tcp","Normal"
"3158",0,0.0434782608695652,0.304347826086957,0.0869565217391304,0.173913043478261,0.347826086956522,0,0.521739130434783,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"6496",0,0,0.2,0,0,0,0.6,0,0.6,0,"From-Normal-Grill",80,"tcp","Normal"
"1472",0.181818181818182,0,0.181818181818182,0,0.545454545454545,0,0,0.545454545454545,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"8164",0,0,0.2,0,0,0,0.6,0,0.2,0.4,"From-Normal-Grill",80,"tcp","Normal"
"1541",0,0,0.285714285714286,0,0.142857142857143,0.428571428571429,0,0.571428571428571,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"3993",0,0,0.2,0,0.6,0,0,0.6,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"7132",0,0,0,0.2,0,0.4,0.2,0,0,0.6,"From-Normal-Stribrek",443,"tcp","Normal"
"7905",0.0476190476190476,0.0476190476190476,0.142857142857143,0.19047619047619,0,0,0.523809523809524,0,0.142857142857143,0.380952380952381,"From-Normal-Grill",80,"tcp","Normal"
"3507",0,0.0666666666666667,0.2,0.133333333333333,0.466666666666667,0.0666666666666667,0,0.533333333333333,0,0,"From-Botnet-TCP-Attempt-SPAM",25,"tcp","Botnet"
"7508",0.473684210526316,0,0,0,0,0.508771929824561,0,0,0,0.508771929824561,"From-Normal-Stribrek",80,"tcp","Normal"
"5797",0,0,0,0.2,0.4,0,0.2,0.4,0.2,0,"From-Normal-Grill",80,"tcp","Normal"
"6597",0,0,0.105263157894737,0.0526315789473684,0,0,0.263157894736842,0,0.0526315789473684,0.210526315789474,"From-Normal-Stribrek",80,"tcp","Normal"
