"id"|"class"|"connection_id"|"State"|"clusterid"|"prob"
4815|"botnet"|"147.32.84.165-68.67.185.214-80-tcp"|"89*y*Z*y*I*Y,X*y*"|3|0.796
4385|"botnet"|"147.32.84.165-94.100.176.20-25-tcp"|"22+s*b*b*b*b*b*b*b*b*b*b*b*b*b*b*b*b*b*b*b*b*b*b*b*b*"|1|0.988
7066|"botnet"|"147.32.84.209-66.111.4.72-25-tcp"|"22+b+b+b+b+b+b+S*S+b+b+"|1|0.994
529|"botnet"|"147.32.84.165-68.67.185.208-80-tcp"|"99*Y*Y.Z0H0Y."|3|0.724
7236|"botnet"|"147.32.84.205-65.55.237.71-443-tcp"|"88,y,y,y,H,y.y,y.y,H,y.y,H,y,H,Y*Y,y,y,H,y,h,y,y,H,y,y+y,H,H,H,"|3|0.926
4296|"normal"|"147.32.84.170-195.113.232.89-80-tcp"|"96.W.W.w.W.W,W.W.W.w.W*W.W,f,w+w,W."|2|0.012
6434|"botnet"|"147.32.84.208-65.54.186.17-443-tcp"|"88*y+Y*Y0Y*"|3|0.758
2439|"normal"|"147.32.84.170-74.125.79.147-80-tcp"|"44,d,d,d,d,U+U,d,d,u,u,U00U,u,u,d,u,u,u+U000U,d,u,u,u,d,u,U,u,U000U,d,u,u+u,u,u,d,U*U,u+u,u,u,u+"|2|0.148
6734|"botnet"|"147.32.84.191-208.65.145.12-25-tcp"|"12*r+s*R+R*R+"|1|1
3500|"normal"|"147.32.84.134-209.85.149.132-80-tcp"|"96*W.W.Z,Z.z."|2|0.002
5742|"botnet"|"147.32.84.206-209.191.88.254-25-tcp"|"22,s+s+s,S*s*S,S*B*B*s+s,s+s*S+s+S,S*s+s+s*s+s+s*S+"|1|1
6820|"botnet"|"147.32.84.204-65.54.234.24-443-tcp"|"88,y,Y*Y,Y+y,y+Y.y.Y*H*Y,v,Y*y+y+v+H*E*y+y*Y,Y+y*V,y+y,Y*V,"|3|NA
230|"normal"|"147.32.84.170-74.125.232.207-80-tcp"|"990W,W.Z*w+z+W,W.W.w.W.W.Z*z*Z+Z*z*Z.Z*Z.Z.Z*Z*"|2|0.004
1090|"normal"|"147.32.84.134-66.220.151.91-443-tcp"|"66.w.W.W.W,i,Y.F.W+W.Z+Z.z.W.W.h.Z.Z.Z.W.Z.Z+Z.Z.I.Z.Z.W.w.W,Z+Z.Z.Z.Z.z.Y.Z,Y.W,W.F.W.z.W+W.Z.Z+Z.z.z.Z.W,Z*Z.I.z.W.W.W.F.Y.H.W+z*Z.i.I.z.F.W.w.Z,"|2|0.004
6907|"botnet"|"147.32.84.193-66.94.236.34-25-tcp"|"12.A.B.S.S*s*S,S+s+S,s+s*s+s,S*s+s*s+s+S*"|1|1
8848|"normal"|"147.32.84.170-91.198.174.234-80-tcp"|"66.z.W.W.W."|2|0
1975|"normal"|"147.32.84.164-109.71.160.201-80-tcp"|"99.Z.Z.Z.z.Z.Z.Z.Z.Z.z.Z.Z.z.I.z.z.z.z.z.w.I.F.Z.Z."|3|0.024
8430|"normal"|"147.32.84.164-91.198.174.234-80-tcp"|"99.Z.Z.Z.Z.Z*"|3|0.046
2750|"botnet"|"147.32.84.165-205.188.159.42-25-tcp"|"22,s+s,s,B+B+s+s+"|1|0.996
4093|"normal"|"147.32.84.134-74.125.232.219-80-tcp"|"99.Z+W.W.w.Z00Z.Z*Z.Z*"|3|NA
6049|"botnet"|"147.32.84.204-208.43.37.100-25-tcp"|"11*A*R,R0R*"|1|0.978
5385|"botnet"|"147.32.84.193-64.18.6.14-25-tcp"|"11+s+R,A,r,R*r+S,R*r+r*s+r*A*R,R*r*r*r+s,R+r+r*R,A,r,R*r*"|1|0.992
1579|"botnet"|"147.32.84.165-64.12.90.33-25-tcp"|"22+B+s,s,S*s+s+s+s,s+s+s*s+s+s+s,S+S,S+S,B,S+s*S,S+s+s+B+s+s+S,S+s+s,S*s+s+s*S,s+B,s,s+s,b,s+s,s,B,b,s+s+s+S.S,s,s,S+s+s,S*S.S,s,S.S,S.s.S,S.S,S.S,b,b,b,S.s,s,S.s.s.S,b,B,S.S,s.S.S,s,s,s+b+s,s,s,S.S,S.S,s,s,s,s,B,s,S.S.S+s+s,B,s,s,s.s,s,B,s,B,s+B+S.S,s,b,s,S+B+S.S+s,s+S,s,s,S+s+S.S,s,s+s,s,s,s+s,s,s,s,s,S+s+s,s,s,S+"|1|1
4305|"normal"|"147.32.84.170-195.24.232.205-80-tcp"|"88,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,e,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,e,h,h,h,h,h,h,h,h,h,h,h,h,"|3|NA
6743|"botnet"|"147.32.84.205-98.139.212.139-587-tcp"|"88+H+y*y*y*"|3|NA
7310|"botnet"|"147.32.84.209-65.54.165.177-443-tcp"|"88*y*y*y*y+Y,Y*"|3|0.974
5179|"botnet"|"147.32.84.205-174.36.246.56-80-tcp"|"88.y.h.h.H.Y+Y.H.Y+Y.Y,Y.h.y.Y*Y.Y.H.Y.y."|3|0.834
4231|"normal"|"147.32.84.134-195.168.10.171-80-tcp"|"76.X0W.X*W.X*W.w."|2|0.034
7927|"botnet"|"147.32.84.193-64.12.138.161-25-tcp"|"22+s+s+s+B+s+s+s+b+s+s+B+s,S+s*"|1|0.992
8613|"normal"|"147.32.84.170-74.125.232.217-80-tcp"|"99*Z,Z.R*R.U."|3|0.44
28|"normal"|"147.32.84.25-82.208.56.89-123-udp"|"69*z0i0i0i0i0"|3|0.108
1380|"normal"|"147.32.84.170-74.125.232.223-80-tcp"|"66.W*W.W,W.W+W.W*W.W+W."|2|0.044
3590|"normal"|"147.32.84.134-194.79.52.192-80-tcp"|"66.X.W*W.X."|2|0.046
5573|"botnet"|"147.32.84.207-77.238.167.32-80-tcp"|"88+y+y+H+H+y+y*y*h*y*Y*"|3|NA
4655|"botnet"|"147.32.84.191-195.113.232.89-80-tcp"|"99*A*Z,Z*Y0Y*"|3|0.65
1876|"normal"|"147.32.84.134-147.32.80.9-53-udp"|"11.R.R.d.R,R.R.V.u.r.R.D.U.U.R.R.D.U.r.R.d.V.u.R,R.d.W,U.R.R.D.R,U.R.V.S.u.R.E.R.R.A.R.r.R.r.R.R.R.R.r.R,V.U.A.R.R.U.R.r.R.V.S.R.R.D.R.U.R.R.u.R.R.U.R.U.V.R.U.U.u.U.R.R.W.U.U.U.U.R.U.R.U.U.U.S.s.b.f.d.U,U.U.U.R+R.R.R.U.R.R.r.r.R.R.D.R.U.r.A.D.U.U.r.u.U.r.f.D.A.u.u.r.u.u.r.R.R.u.u.u.u.S.R.s.R.U.s.R.S.R.U.s.S.U.V.u.r.R.a.R.W.U.U.R.S.B.r.R.U.r.v.R.U.R.U.r.u.R,R.R.R.R.R.R.U.r.R.A.R.u.A.u.A.A.r.r.D.D.D.U.U.S,S.b.b.d.R,U.R+R.r.R.D.S.v.s.u.R,R.u.R.R.A.U.U.U.U.R.R.F.U.U.u.U.R.R.U.U.u.R.R.A.u.u.D.R.U.R,R.A.R.R.U.U.U.s.u.s.u.D.U.u.U.u.V.u.U.r.R.R.u.r.u.R+R.R.d.R.R.D.R,U.R.U.R.R.A.U.R.u.U.u.U.R.R.U.U.U.r.R.u.R.U.U.R.U.w.u.r.R.r.R.R.A.R.R.R.U.R.U.r.u.R.D.R.R.u.r.r.R.r.u.R.R.U.U.R.R.U.a.U.U.R.R.R.R.R.R.R.R.R.D.R.U.U.u.U.U.U.U.R.U.D.d.S,R.U.R,U.r.u.U.r.U.R.R.u.U.U.R.U.r.R.u.A.r.u.r.u.R.U.R.R.D.U.U.R.U.R.U.R.U.s.r.R.U.B.V.u.U.U.U.U.U.R.R.D.R,R.D.S+S.b.b.d.R,R.A.R.R.r.R.U.R.R.R.R.A.A.A.d.R.R.D.R.R.R.R.r.R.A.r.R.R.d.r.r.R.R.R.R.R.r.R.r.R.R.R.R.R.r.R.R.R.R.r.R.R.R.R.R.r.r.R.r.R.R.r.R.A.R.r.r.A.r.u.R.r.R.R.D.R.R.R,R.A.R.R.R.R.R.r.R.r.r.r.r.R.R.R.R.r.R.R.r.r.r.A.S.r.S.R.R.r.R.R.R.R.u.U.R+R.u.R.R.R.R.u.R.U.U.U.U.u.R+R.D.U.R.R.r.R.R.R.U.U.u.U.U+U.U.U.R,R.a.U.R.R.R+R.S.u.r.U.U*U.U.U.U*U.U.U.U*U.U.U.U*U.U.U."|1|NA
5202|"botnet"|"147.32.84.206-74.6.140.64-25-tcp"|"22,s+s+B+s,S*S,S*S,S+a+R,S,R.r,R,s,R+R,S+s,R+S,S+s+s*s+s*s+B+s+S*S+S*s+s*s+s+"|1|1
5166|"botnet"|"147.32.84.208-94.63.150.63-80-tcp"|"88.y,Y.Y,y,y.Y,y,"|3|0.976
7226|"botnet"|"147.32.84.193-65.55.72.7-443-tcp"|"88,H,y,y.y,y.y,y,y,y,y,y.y,h,h,"|3|0.872
3167|"normal"|"147.32.84.134-195.113.232.82-443-tcp"|"99.Z0I0Z.z.Z*Z."|3|0.064
1770|"normal"|"147.32.84.170-91.189.89.60-443-tcp"|"88*y*y*y*h*h*h*h*h*h*h*h*h*h*h*h*h*h*h*h*h*h*h*h*h*h*h*h*y*y*h*y*y*h*h*h*h*h*h*h*h*y*y*h*y*y*y*y*h*h*h*h*h*h*h*h*y*y*h*y*y*y*h*h*h*y*h*y*h*h*h*y*y*h*y*y*h*y*y*h*h*h*h*h*h*h*h*h*y*y*h*y*y*h*y*y*h*h*h*h*h*h*h*h*h*y*y*y*y*h*y*y*h*y*y*h*y*y*h*y*y*y*h*h*y*y*h*h*h*y*y*y*y*y*y*h*h*h*h*h*h*h*h*h*h*h*y*y*y*y*h*h*h*h*h*h*h*h*y*y*h*h*h*y*y*h*h*y*y*h*h*h*h*h*h*h*h*h*h*h*y*y*h*h*y*y*h*h*h*y*y*h*y*y*y*y*h*h*y*y*y*y*h*h*h*y*y*h*y*y*h*y*y*h*h*y*h*y*y*y*h*h*h*h*h*h*y*h*h*y*y*h*h*h*h*h*h*h*h*h*h*h*y*y*h*h*h*h*h*y*y*h*h*h*h*h*h*h*y*y*h*h*h*h*h*h*y*y*h*h*h*h*h*h*h*h*h*h*h*h*h*h*h*h*y*y*h*y*y*h*h*y*y*y*y*h*h*h*h*y*y*y*"|3|0.23
4078|"normal"|"147.32.84.134-213.150.61.61-80-tcp"|"66.w.w.Z000"|2|0.058
8788|"normal"|"147.32.84.134-209.85.148.120-80-tcp"|"99.Z.z.w.Z*Z,W."|3|0.014
7747|"botnet"|"147.32.84.193-68.1.17.9-25-tcp"|"22*S+S*S+S,S+s*s*"|1|NA
355|"botnet"|"147.32.84.165-66.196.94.104-25-tcp"|"22+S*B0S+S0s*s*"|1|1
38|"normal"|"147.32.84.137-82.208.56.89-123-udp"|"660f0f0f0f0"|2|0.108
7920|"botnet"|"147.32.84.193-77.238.184.241-25-tcp"|"22+B+R,S*s*B*S+S*s+B+"|1|NA
8480|"normal"|"147.32.84.134-77.78.99.25-80-tcp"|"77.X.x.x.X.X.x."|3|0.328
6565|"botnet"|"147.32.84.208-65.54.165.136-443-tcp"|"88,Y0Y*y*y*Y+"|3|0.866
3048|"normal"|"147.32.84.134-74.125.232.204-80-tcp"|"96.w.w.W0W.w.W.W.Z*F*W.X*Z,Z*Z.Z*"|2|0.002
2713|"botnet"|"147.32.84.165-195.113.232.83-80-tcp"|"99*z*z+y*z+y*z*z*z*z+i+i*z*z*i*z*i*i*i+z*z*i*i*z*z*i+i+i*z*z*z*z*z*i*i*z*z*z*i*z*z*Z+i*I+z*z*z*z+i*i+i*z*z*z*z*i*z*z+i*i*i*z*z*Z+i+i*i*i*i+z*z*z*I*Z+I+Z*Z+Z,Z*z+i*z*i*z*Z.Z*z*z+Z,Z*"|3|0.666
2140|"normal"|"147.32.84.134-92.123.64.178-443-tcp"|"99.Z.I.z.z."|3|0.03
3165|"normal"|"147.32.84.134-92.123.64.171-443-tcp"|"99.Z.z.z.i.i.Z.Z*Z.z.Z.Z.z.Z0Z.z.Z.Z.i.Z*Z.z.i.I.I.Z,Z.z.z.z.I."|3|0.048
7301|"botnet"|"147.32.84.207-212.82.111.207-25-tcp"|"12+r*R,S*s*S,S*S,S*s*A*"|1|1
6118|"botnet"|"147.32.84.193-217.163.21.35-80-tcp"|"88*Y.y.y.Y.y.y.y.Y.Y.Y*Y.y.y.Y0Y."|3|0.942
6751|"botnet"|"147.32.84.207-213.75.3.30-25-tcp"|"22+R0S,r,T*"|1|0.962
249|"botnet"|"147.32.84.165-65.54.188.126-25-tcp"|"22*s*S,S+S*S.S*s*s*S*s+S*s*s+B+s*s*s+S*s*B*s*s+S*S,S+"|1|NA
2301|"botnet"|"147.32.84.165-65.54.188.126-25-tcp"|"22.S.S+b+S,s,s,S,b,S+S,b,B,S.S000S,s+"|1|0.99
345|"normal"|"147.32.84.164-195.24.233.28-80-tcp"|"99*Y0Y,Z00Z+Z*"|3|0.43
13|"normal"|"147.32.84.164-64.12.68.227-443-tcp"|"990z*I*I*z*w0Z*Z*z*z*"|3|NA
4496|"botnet"|"147.32.84.165-212.27.48.7-25-tcp"|"11*r*r*s*R,R+R,R*"|1|0.994
2312|"botnet"|"147.32.84.165-75.180.132.243-25-tcp"|"22*S+s*S+S*S+S*S*s*s*s*B*S+s+"|1|1
5203|"botnet"|"147.32.84.206-64.12.139.193-25-tcp"|"22,S+S,s,S*S,s+s+s+s,s+b+S*S,B,B,B,s+s+s+s*s+s*"|1|NA
1445|"botnet"|"147.32.84.165-46.4.36.120-443-tcp"|"55.e.f.e.e.e.e.e.f.e.e.e.e.E.E.e.e.e.e.e.e.f.e.e.e.e.e.e.e.e.f.e.e.e.e.E.e.e.e.e.e.e.e.e.f.e.e.e.e.e.e.e.e.e.e.e.e.e.e.f.e.E.E.e.b.v,w.e.e.B.v.v.E.e.w,v,v.v,F.v.V,V.f.v,E,v.v,E,v.v.v,v.v.E.v,E,s.v,v,v.v,E,v.v.v,v,V.v,v,v,v,v,v.v,E.v,E,v.v,E,v.v,v.v,v.v,v.v,E.v,v.v,v.v,v.v,v.v,v,v,v.v,v.v,v.v,v.v,v.E.v,v,v.v,e,v.v,v.v,v.w.v.v.v,v.E.v,v.v,v,E.v.E.v.v.f.v,v.v,v.E.v.v.v,v.v.v.w.w,E,v.E.v,v.v,v.E.v.v.v.E.v,v.w.v,v.v,E,v.v,e,v.v,e,v.v,E,v.v,E,v.v,E,w.v,E,w.v,E,w.v,v.v,E,E.w.v,v.V,v.v,E,b,v.v,v,v.v,v,v.e.v.v,v.w.e.v.E,v.v.v.F.e.v.v.v,e,v.v.v.v.v.v,v.w,v,v,v,e,e,E,v.v.v,B,e,v.v.v,v.E,v.v,v.B.v.v.v.e.E.f.v,v.v.E.E.v.F.v,v.v,v.v.v,v.v,v.v,v.v,v.w,E,E,v,v.E.v,v,E,v.v,E,E,v.v.v.v,e,v,v.s,v,s.v,v.s,v,v.v,v,E,e,v.v,E,e,E,v.v,E,v.V,v.E.E.v,E,v.v,e,v.v,v.E.v.v,v.v.v.E.v,v.v.E.E.E.v,v.v.v.v,v.v.v.v,v.v.v.e.v,v.E.e.v.v,v,v.v.B.V,v,B,S,s,B,v,s,s,s,s,s,r,s,s,s,w,b,E,s,B,w,B,F,s,s,F,b,B,s,s,b,B,B,s,B,B,B,F,v,b,s,s,s,B,b,s,S,s,s,B,s,B,B,s,w,s,s,B,B,b,e,w,v,w.w,w.v,v.v,E,v.E.E.e.E.v,e,v.v.v.v,v,v.v,E.v.w,v.v,F,s.E.w,v,w.e.s,F,w.v.E,v,v.s.v.v.v,v.w,v.v,v.v,E,V.v,v,W.v,v,v,v.v,w.E.E.v,s.w.v.E.v,v.v,E.v,v.w,v.w.v.w.v,v.v.E.E.w,v,s.v.W,v,v.V,W.v,E,v.v,w.w,v,e,s,v,w.w,v.s,v.s.v.v.s.v,v.v,v.v,v.w,E,v.v.s.v.v,v.v,v.v,E,v.w,v.v,s.s.W,B,F,v.E.b.w,v.v,v.s.B,v.v,w.s,s,V.v.B.v.S,W.w,s.v,v.v,w.v,s.v.v,w.w,v.w.E,v,v.v,v.v,v.v.e.v.v,E,v.v.v,s,v.e.v,s,V.B.s,s,s.b.v,s,V.w.E.s,e,v.v.E.v.v,v.E.v.v,v.v.e.v.v,w.s.B.s.s,s.B,s.s,w.s,s.v.v,v,v.E.v,v.E.E.v,E,s.v,b,w.v,v.w,v.v,E,v.w,E,s.v,v.v,v.s,E,w.b.w,v.v,b,v.v.s.s.v,v.v,E.v.s,v.v,E.E,s.v,v.s,v.V,E,B,v.s,v.v,v,v,v.B.e.E,v.E.b.v,E,v.s.v,v.E.E.s.v,v.E.v.s.V,v.w.S,v,s.v,s.E.w.V,v,w.V,v,s.V,v,w.v,s,v.V,v,s.v,v,v,s,v.W,v,s.v,v,s.v,v,v.V,v,s.v,v,w.v,v.v.w.s,v,w.s,v,s.v,E,v,v.V,v,v,s,v.V,v,s.V,w.v.V,S.E.V,S.v.V,W.E.V,V.f.V,V.w.s,V.s.v,V.V,W.S,V.V,w.W,V.V,v.s,V.V,s.v,V.V,V.V,V.V,V.v,e,s.v,B,v.v,s,v.v,s,w.v,v,w.v,w,v.v,s.e.v,w,s,v.v,v.v,v,v.v,s.w,v,V.w,v,s.v,w,v.w,B,V.V,E,v.B.V,V.v,E,E,v,v.E.v,s,v.v,s,v.F.S,W.v,s,v.v.v,v,v.s.v,v.f.s,v.v.E.v,s.v.s.v,s.e.v.v,v.F,s,v.w,s,v.F,s,v.v,v,f,s,v,E,s,v,v,E,E,e,B,v.V,s,v.v.v,s,v.v,v,s,v.v,E,s.v,E,s.v,s,v.V,s,v,s,v,v,v,w.s,w,s,w,s,v,v,F,B,F,B,v,w.s,w.s,v,v,w,s,w,s,v,v,w,s,w,s,V.v,v,v.v,w,v,w,B,E,E,E,f,E,B,v,v,E,E,E,F,B,F,b,f,b,E,B,F,B,E,B,v.v,w.s,V.v,w.s,v.v,v,v,w,s,w,s,w.s,v.v,v,v,v,w,s,V.w.s,w,s,W.V,V.w.v,V.f.s,w,s,V.v,v,E,v.w.s,v,F.s,v,s.v,F,E,s,v,s,v,s,v,v,E,v.v,s.v,w,s,E,W.V,V.F.v,s,v,v,E,E,B,w,s,v.v.V,v.F.S,V.f.V,v.w,s,v.v.w,s,v.E.v,w,v.s,E,w.E.s,E,s.w.S,w.S,V.V,v.v,v.F,s,v.w,s,v.w,s,v.v,E,v.v,v,w.S,v.v,v.v,s.v,v.v,v.v,v.v,s,v,v.v.V,v.E,v,v.v,v.w.s,v,v,v,v,v.v,v,v,v,v,s,v,v,v,V.B.V,v.v.V,v.v.V,s.w.E.S,V.w.s,V.s.v,v.v.s.v,v.s.E.v,w.v.S,w.v.v.v,v.v.s.v,v.v.F.w,v,v.v.s.s.v,v.s.v.E.s,v.v.v.s.v,v.v.v.v,s.v.B,v,v.e.B.v,e,v.s,v.B.E.v,v.E.s,v,v.v.E,v,v.E.E,v,v.v.v,e,s.E.v,e,v.w.v,B,v.v,s.v,f,e,v.v,s,v,B,v.v,B,v.v,E,v.w,s,v.w,s,E,V.v.b.w,v.v,v.s,s.v,E,s.v,E,v.v,E,s.v,e,v.v,e,s.v,E,v.w,E,A,E,E,v.F.v,E,v.s.E,b,v.v.v,B,E,v.s.w,w,E,S.v.s.v,s.v.E.w,s,v,v,v.W,v,V.s.v.v,s.v.w.w,V.v.v,S.v.v,s.v.v,V.v.w,v.v.s,v.B.v,v.v,v,w.s,v,v,v,w,s,e,v,v.s.v,e,v,v,E,v.s.E.v.v,v.v.E.b.v,E,s.E.v,v.v,v.s.v,w,s,V.v,v.v,v,v.v,s,E,v.v.s,E,v,s,w.S,v,v.v,v,w.v,v.s,E,s.v.v,E,v.b.v.v,v,v.w,s,v.v.V,v.v.s.v,w.W,v,v,v,v.S,v,v,v,v.V,v,v,v,w.w,v,s.s,v,v.v,v,v,w,s,w,v.s,w,w,v,v,s,v,v,v,v,E,s.r,"|2|0.872
3536|"normal"|"147.32.84.164-209.85.148.106-80-tcp"|"66.w.w.Z,Y.Z.W.I.i."|2|0.044
6575|"botnet"|"147.32.84.205-75.180.132.243-25-tcp"|"11+S0S*s+s*"|1|1
3372|"normal"|"147.32.84.134-92.123.64.138-443-tcp"|"99.z.I.z.z.Z,Z.Z.i.I.Z."|3|NA
5073|"botnet"|"147.32.84.205-50.22.198.84-80-tcp"|"88.Y,Y.Y,Y.Y,Y.Y,Y.Y,Y.Y.Y.Y+Y.Y,Y.Y+Y.S*"|3|0.762
