TrueClass,RamdomForest,KNN,LogisticRegression,NaiveBayes,SVM,subclass,port,proto
Botnet,0.886,0.13333333333333333,0.40876325816420656,0.0216094963170244,0.37716751476990307,From-Botnet-UDP-DNS,53,udp
Botnet,0.982,1,0.8141756974337019,0.8576012455090161,0.8347497894973577,From-Botnet-TCP-Attempt,6667,tcp
Botnet,1,1,0.9997986873666019,0.999999915777128,0.9992672720149711,From-Botnet-TCP-Attempt,6667,tcp
Botnet,0.856,0.42857142857142855,0.23163559886382024,0.066315266381651,0.19944633081290508,From-Botnet-UDP-Attempt-DNS,53,udp
Botnet,0.996,1,0.9962922411370102,0.9999992479601663,0.9940160139929795,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,1,1,0.8672904074040608,0.12713249884750719,0.846953247819425,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,0,0,0.11568147486781666,6.5538838671709525e-6,0.11208627198886534,From-Botnet-UDP-DNS,53,udp
Botnet,0.998,1,0.9993394099166982,0.9999994501180434,0.9984269150508557,From-Botnet-TCP-Attempt,6667,tcp
Botnet,0.986,0.8666666666666667,0.9817280584561444,0.9994645457930841,0.9319617983847,From-Botnet-TCP-Attempt,6667,tcp
Botnet,0.006,0.2777777777777778,0.13933614817114715,4.6644068615432556e-4,0.1479065504394742,From-Botnet-UDP-DNS,53,udp
Botnet,0,0.34328358208955223,0.055662665960032776,2.2681967687015725e-5,0.06581560938857534,From-Botnet-UDP-DNS,53,udp
Botnet,0.888,0.26666666666666666,0.08335893534469052,3.5068202874703654e-4,0.12426030016844902,From-Botnet-UDP-DNS,53,udp
Botnet,0.99,0.9428571428571428,0.6193435813231893,0.6503374456112319,0.7275618424824057,From-Botnet-UDP-DNS,53,udp
Botnet,0.134,0.35294117647058826,0.2064671171029332,5.767089233761931e-4,0.15465597399401665,From-Botnet-UDP-DNS,53,udp
Botnet,0.658,0.4,0.24867781293438007,0.7788955221097391,0.16227577559564033,From-Botnet-UDP-DNS,53,udp
Botnet,0.996,1,0.9958029222481485,0.999950059022966,0.9904309220616629,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,0.642,0.6,0.6192847317633445,0.002873050303858248,0.441129553496194,From-Botnet-UDP-DNS,53,udp
Botnet,1,1,0.9997986873666019,0.999999915777128,0.9992672720149711,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,0,0.34328358208955223,0.055662665960032776,2.2681967687015725e-5,0.06581560938857534,From-Botnet-UDP-DNS,53,udp
Botnet,0.784,0.2,0.07702345429409119,2.553217178616509e-5,0.0825990072503392,From-Botnet-UDP-Attempt-DNS,53,udp
Botnet,0.372,0.09523809523809523,0.13738174651109514,8.682950781883959e-4,0.1616847586272827,From-Botnet-UDP-Attempt-DNS,53,udp
Botnet,0,0.34328358208955223,0.055662665960032776,2.2681967687015725e-5,0.06581560938857534,From-Botnet-UDP-Attempt-DNS,53,udp
Botnet,0.87,0.38461538461538464,0.11426433477310494,8.034895486135612e-5,0.10108620955612824,From-Botnet-UDP-DNS,53,udp
Botnet,0.972,1,0.2104718957373447,0.0364639158484186,0.1332202719695993,From-Botnet-UDP-DNS,53,udp
Botnet,0.998,1,0.9919079895841112,0.9995255435767623,0.9854381412747159,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,0.962,1,0.31499026044973255,0.15243842747350161,0.3198028761686935,From-Botnet-TCP-Established-HTTP-Ad-yieldmanager,80,tcp
Botnet,0.908,0.47058823529411764,0.5036375986803026,0.19578181604058886,0.5525701619750567,From-Botnet-TCP-Established-HTTP-Ad,80,tcp
Botnet,0.83,0.29411764705882354,0.4368512093059862,0.08061566571772476,0.4568088945010711,From-Botnet-TCP-Established-HTTP-Ad,80,tcp
Botnet,0.47,0.17647058823529413,0.13823729621407743,0.007521739967934458,0.15191964367569077,From-Botnet-TCP-Established-HTTP-Ad,80,tcp
Botnet,0.346,0.125,0.2197388498243028,0.012206164323662144,0.32603710880428916,From-Botnet-TCP-WEB-Established,80,tcp
Botnet,0.994,1,0.9844693539200519,0.9873150777364136,0.9786930434304301,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,0.904,1,0.22227897301748567,8.694987904365784e-4,0.17363188789756445,From-Botnet-UDP-DNS,53,udp
Botnet,0.928,1,0.23564164811961963,1.9865449887981112e-4,0.14924356247415904,From-Botnet-UDP-DNS,53,udp
Botnet,1,1,0.9997986873666019,0.999999915777128,0.9992672720149711,From-Botnet-UDP-DNS,53,udp
Botnet,1,1,0.9994729259986241,0.9999997973328438,0.9989670056051752,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,0.998,1,0.9949415378531913,0.9995874382310567,0.9919335284147969,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,0.998,1,0.998759941024315,0.999888366777128,0.9959703904306493,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,0.854,0.631578947368421,0.09393135121169904,0.03969382241274886,0.09269356326816802,From-Botnet-UDP-DNS,53,udp
Botnet,0.998,1,0.9977110900490683,0.9999953957610839,0.9957857587256895,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,0.996,1,0.9962922411370102,0.9999992479601663,0.9940160139929795,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,0.55,0.2222222222222222,0.15871026903124386,7.821479019539187e-6,0.13430820838225765,From-Botnet-UDP-DNS,53,udp
Botnet,0.62,0.1,0.08235174887142149,2.980720235543278e-6,0.08774940375401641,From-Botnet-UDP-Attempt-DNS,53,udp
Botnet,1,1,0.9980920203961342,0.9999997718620779,0.9939952942716487,From-Botnet-TCP-Attempt,6667,tcp
Botnet,0.88,0.9333333333333333,0.8254582560623954,0.4778277659877417,0.808283260663824,From-Botnet-TCP-CC-HTTP-Not-Encrypted,6667,tcp
Botnet,0.998,1,0.99360525451436,0.999042345862552,0.9813150614021344,From-Botnet-TCP-Attempt,6667,tcp
Botnet,0.944,0.3333333333333333,0.7384220916456428,0.982985629733934,0.4919473301353664,From-Botnet-UDP-DNS,53,udp
Botnet,1,1,0.9976765161051114,0.999989132199578,0.9949307999470545,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,1,1,0.9997986873666019,0.999999915777128,0.9992672720149711,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,0.998,1,0.9931989194754004,0.9997711619761418,0.9888500148335877,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,0.998,1,0.998759941024315,0.999888366777128,0.9959703904306493,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,0,0.17142857142857143,0.173596116595643,1.532964346748201e-4,0.13729382984917082,From-Botnet-UDP-DNS,53,udp
Botnet,0.976,1,0.5100325512642476,0.22244203156933937,0.4908759456076305,From-Botnet-UDP-DNS,53,udp
Botnet,1,1,0.9381652399166687,0.8851103343533925,0.8781442161632298,From-Botnet-UDP-DNS,53,udp
Botnet,0.972,1,0.2104718957373447,0.0364639158484186,0.1332202719695993,From-Botnet-UDP-DNS,53,udp
Botnet,0.998,1,0.9989267866842334,0.9999448829755476,0.9964689299059302,From-Botnet-TCP-Attempt,6667,tcp
Botnet,0.998,1,0.9993013173169062,0.9999866463980986,0.9981621463690765,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,1,1,0.9844322710181009,0.9999502002580246,0.9765909495385071,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,0.998,1,0.9593639435075892,0.9990340581633137,0.9343610186916637,From-Botnet-UDP-Attempt-DNS,53,udp
Botnet,0.842,0.8235294117647058,0.9991962702803219,0.9999869816419443,0.9970763022203336,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,0.998,1,0.998759941024315,0.999888366777128,0.9959703904306493,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,0.998,1,0.99360525451436,0.999042345862552,0.9813150614021344,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,0.468,0.1875,0.5774724099088815,0.015362588138425216,0.537504668125093,From-Botnet-UDP-DNS,53,udp
Botnet,0.908,0.6111111111111112,0.11193562712810157,1.0377830917239631e-4,0.09200136591834907,From-Botnet-UDP-DNS,53,udp
Botnet,0.51,0.10526315789473684,0.15103882804153812,9.78016885316914e-5,0.1203546369978501,From-Botnet-UDP-DNS,53,udp
Botnet,0.024,0,0.18814040074548632,1.8907194950844663e-5,0.17896455114696208,From-Botnet-UDP-Attempt-DNS,53,udp
Botnet,1,1,0.9988230806263527,0.9999999126901212,0.9970510185569817,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,0.982,0.26666666666666666,0.896173984500753,0.8598825864165217,0.826623286096963,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,1,1,0.9822250566379293,0.9876652475766914,0.9706472015948441,From-Botnet-UDP-DNS,53,udp
Botnet,0.998,1,0.9979035264399823,0.9998528348179484,0.9946795542009511,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,0.998,1,0.9979035264399823,0.9998528348179484,0.9946795542009511,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,0.028,0.06666666666666667,0.15621330965195113,4.457814978173377e-6,0.14058943315532724,From-Botnet-UDP-DNS,53,udp
Botnet,0.988,0.2727272727272727,0.7244580786463675,0.48452432946023216,0.6893370144515337,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,1,1,0.9994729259986241,0.9999997973328438,0.9989670056051752,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,1,1,0.9930392499643804,0.9998943908850266,0.9798712489095064,From-Botnet-TCP-Attempt,6667,tcp
Botnet,0.972,1,0.2104718957373447,0.0364639158484186,0.1332202719695993,From-Botnet-UDP-DNS,53,udp
Botnet,0.998,1,0.998759941024315,0.999888366777128,0.9959703904306493,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,0.998,1,0.9993013173169062,0.9999866463980986,0.9981621463690765,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,0.998,1,0.998759941024315,0.999888366777128,0.9959703904306493,From-Botnet-TCP-Attempt,6667,tcp
Botnet,0.998,1,0.99360525451436,0.999042345862552,0.9813150614021344,From-Botnet-TCP-Attempt,6667,tcp
Botnet,0.992,1,0.9990053753884297,0.9999996361220136,0.9969267413092165,From-Botnet-TCP-Attempt,6667,tcp
Botnet,1,1,0.9980920203961342,0.9999997718620779,0.9939952942716487,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,1,1,0.9997986873666019,0.999999915777128,0.9992672720149711,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,1,1,0.9994729259986241,0.9999997973328438,0.9989670056051752,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,0.998,1,0.998759941024315,0.999888366777128,0.9959703904306493,From-Botnet-TCP-Attempt,6667,tcp
Botnet,0.998,1,0.9989267866842334,0.9999448829755476,0.9964689299059302,From-Botnet-TCP-Attempt,6667,tcp
Botnet,1,1,0.9997986873666019,0.999999915777128,0.9992672720149711,From-Botnet-TCP-Attempt,6667,tcp
Botnet,0.774,0.375,0.38377584489620564,0.21400025433695938,0.2709338096367766,From-Botnet-UDP-DNS,53,udp
Botnet,0.962,0.5555555555555556,0.8179619846183885,0.08167386168820664,0.5673203691777636,From-Botnet-UDP-DNS,53,udp
Botnet,0.998,1,0.998759941024315,0.999888366777128,0.9959703904306493,From-Botnet-TCP-Attempt,6667,tcp
Botnet,0.988,0.7307692307692307,0.6964775738714803,0.7221959649805427,0.7616986198193192,From-Botnet-TCP-CC-Plain-HTTP-Encrypted-Data,888,tcp
Botnet,0.996,1,0.9843913791713624,0.9018643958967095,0.9740447151969348,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,0.818,1,0.11326137045864104,0.004235860405482286,0.09382591400141793,From-Botnet-UDP-DNS,53,udp
Botnet,0.212,0.05555555555555555,0.12146245384572674,0.0019943542336178107,0.13261064914481058,From-Botnet-TCP-Established-SPAM,587,tcp
Botnet,1,1,0.995655128755865,0.9999347671654889,0.9918998365840843,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,0.998,1,0.9993394099166982,0.9999994501180434,0.9984269150508557,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,0.98,0.9047619047619048,0.8736777137179557,0.7858528818825322,0.8785156325399166,From-Botnet-UDP-Attempt-DNS,53,udp
Botnet,0.946,0.7333333333333333,0.4606919172429653,0.2334022176979581,0.4765147160578177,From-Botnet-TCP-Established-SSL-To-Microsoft,443,tcp
Botnet,0.836,0.8666666666666667,0.46997392255274895,0.17954777953348863,0.5382415909990754,From-Botnet-TCP-WEB-Established-SSL,443,tcp
Botnet,1,1,0.9973130991363777,0.9999871509216719,0.9943403386641969,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,1,1,0.9981395186480482,0.9999505627899739,0.995683555556416,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,0.992,1,0.79128785996609,0.7483236076194312,0.8156429483265801,From-Botnet-UDP-DNS,53,udp
Botnet,0.998,1,0.9977110900490683,0.9999953957610839,0.9957857587256895,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,0.792,0.38461538461538464,0.2658863140072836,0.04188904257438929,0.2502289713399588,From-Botnet-UDP-DNS,53,udp
Botnet,0.908,1,0.6492310851041341,0.24779696391599598,0.6465563328314115,From-Botnet-UDP-DNS,53,udp
Botnet,1,1,0.9966502178916362,0.9999788518391447,0.9932872708553496,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,0.998,1,0.9956030663465587,0.9996139255526475,0.9914465098725301,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,0.998,1,0.998759941024315,0.999888366777128,0.9959703904306493,From-Botnet-TCP-Attempt,6667,tcp
Botnet,0.096,0.5625,0.20446828884831958,3.052103814218871e-4,0.3120564790714454,From-Botnet-TCP-Established-HTTP-Ad,80,tcp
Botnet,0.998,1,0.998759941024315,0.999888366777128,0.9959703904306493,From-Botnet-TCP-Attempt,6667,tcp
Botnet,0.994,1,0.9867214888757363,0.9999875849947039,0.9825659708408111,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,0.958,0.29411764705882354,0.22501719892976624,0.12438980711516363,0.2593820640418707,From-Botnet-UDP-DNS,53,udp
Botnet,1,1,0.9974254720983904,0.9999947721440754,0.9943248107724503,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,0.966,1,0.9758980279834067,0.9978365953545381,0.9613646011986148,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,0.99,1,0.972718071470343,0.996241319759642,0.9574095558145633,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,1,1,0.9977599695158907,0.9999794025728084,0.9951751834138833,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,0.996,1,0.9965556753460807,0.9999912121039157,0.9930355213830288,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,0.12,0.29411764705882354,0.12670925172266057,9.195770564678865e-6,0.13252724535145166,From-Botnet-UDP-DNS,53,udp
Botnet,0.864,0.13333333333333333,0.4083073412772048,0.09214477107658375,0.4137118787763784,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,0.776,0.2727272727272727,0.08662585832030156,5.658466232147508e-6,0.0867894147686229,From-Botnet-UDP-DNS,53,udp
Botnet,0.904,0.26666666666666666,0.7861191028598623,0.1982937577260423,0.7292722910437043,From-Botnet-UDP-DNS,53,udp
Botnet,0.958,0.29411764705882354,0.22501719892976624,0.12438980711516363,0.2593820640418707,From-Botnet-UDP-DNS,53,udp
Botnet,0.998,1,0.9993013173169062,0.9999866463980986,0.9981621463690765,From-Botnet-TCP-Attempt,6667,tcp
Botnet,0.992,1,0.997018949658216,0.9999995139102299,0.9954623263234111,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,1,1,0.9830300592732115,0.964810702572425,0.9750168016619019,From-Botnet-TCP-Attempt,6667,tcp
Botnet,0.996,1,0.9962922411370102,0.9999992479601663,0.9940160139929795,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,0.99,1,0.9940806251476492,0.9999930029919589,0.9896322061551368,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,1,1,0.9844322710181009,0.9999502002580246,0.9765909495385071,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,1,1,0.9994729259986241,0.9999997973328438,0.9989670056051752,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,0.958,0.8,0.7490406627111257,0.6613415612016218,0.5542676425383504,From-Botnet-UDP-DNS,53,udp
Botnet,0.996,1,0.4113001146469687,0.2660943678184025,0.2824404981762918,From-Botnet-UDP-DNS,53,udp
Botnet,0.976,0.8235294117647058,0.2397230725498528,0.0386686803274481,0.16301199370736563,From-Botnet-UDP-DNS,53,udp
Botnet,1,1,0.9994729259986241,0.9999997973328438,0.9989670056051752,From-Botnet-TCP-Attempt,6667,tcp
Botnet,0.992,1,0.9973049293007856,0.9999818049770113,0.9953252910028912,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,0.998,1,0.99360525451436,0.999042345862552,0.9813150614021344,From-Botnet-TCP-Attempt,6667,tcp
Botnet,0.924,1,0.952546746726671,0.9934576937190902,0.9194905085673528,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,0.996,0.8888888888888888,0.9826483952219112,0.9913043787292762,0.8956841734130181,From-Botnet-UDP-DNS,53,udp
Botnet,0.998,1,0.9983683317440767,0.9999360842356609,0.9968304411694157,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,0.998,1,0.9971152055614748,0.9998215478555948,0.9933418492093747,From-Botnet-TCP-Attempt,6667,tcp
Botnet,0.998,1,0.998759941024315,0.999888366777128,0.9959703904306493,From-Botnet-TCP-Attempt,6667,tcp
Botnet,1,1,0.9991962965429556,0.9999996736752694,0.9969865972636198,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,0.968,1,0.7953110095809348,0.5047360983348558,0.5346175063310283,From-Botnet-UDP-DNS,53,udp
Botnet,1,1,0.9844549431335204,0.9987247347501025,0.9778984491955637,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,0.91,0.8823529411764706,0.88291914596939,0.6032214368325561,0.7185287399312232,From-Botnet-UDP-DNS,53,udp
Botnet,0.998,1,0.972758701758102,0.7138832212910788,0.9428679072184619,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,0.926,0.696969696969697,0.9034658676957429,0.886564771728892,0.8280034381891851,From-Botnet-TCP-Attempt,6667,tcp
Botnet,0.998,1,0.9978272110947549,0.9999698324576319,0.9937227476547938,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,0.992,1,0.9752894688085055,0.9861942620113552,0.9651778811252717,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,0.994,1,0.9822471545821269,0.9227219479836763,0.9630838142721564,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,1,1,0.9844322710181009,0.9999502002580246,0.9765909495385071,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,0.99,1,0.9877066695216667,0.9786180031680305,0.9783291767176897,From-Botnet-TCP-Attempt-SPAM,25,tcp
Botnet,0.106,0,0.10651162890664367,1.8920909255674344e-4,0.13753173547489506,From-Botnet-UDP-DNS,53,udp
Botnet,0.62,0.1,0.08235174887142149,2.980720235543278e-6,0.08774940375401641,From-Botnet-UDP-Attempt-DNS,53,udp
Botnet,0.802,0.6470588235294118,0.24197165404464793,1.0311333787548674e-5,0.17020046220695906,From-Botnet-UDP-DNS,53,udp
Botnet,0.776,0.2727272727272727,0.08662585832030156,5.658466232147508e-6,0.0867894147686229,From-Botnet-UDP-DNS,53,udp
Botnet,0.904,1,0.22227897301748567,8.694987904365784e-4,0.17363188789756445,From-Botnet-UDP-Attempt-DNS,53,udp
