"sp"|"wp"|"wnp"|"snp"|"ds"|"dm"|"dl"|"ss"|"sm"|"sl"|"modelsize"|"class"|"subclass"|"port"|"proto"|"id"
0.0397830018083183|0.0488245931283906|0.0922242314647378|0.316455696202532|0.00723327305605787|0.408679927667269|0.0849909584086799|0|0|0.500904159132007|553|"Normal-TCP-HTTP"|"normal"|443|"tcp"|27
0.307692307692308|0|0.0769230769230769|0|0|0|0.538461538461538|0|0.0769230769230769|0.461538461538462|13|"Normal-UDP-NTP-server"|"normal"|123|"udp"|28
0.0435865504358655|0.0323785803237858|0.305105853051059|0.11706102117061|0.481942714819427|0|0.0186799501867995|0|0.49439601494396|0.0062266500622665|803|"Normal-TCP-HTTP"|"normal"|80|"tcp"|29
0|0.0298507462686567|0.328358208955224|0.119402985074627|0|0|0.507462686567164|0|0|0.507462686567164|67|"Normal-TCP-HTTP"|"normal"|443|"tcp"|30
0.0289855072463768|0.072463768115942|0.231884057971014|0.144927536231884|0|0|0.507246376811594|0|0|0.507246376811594|69|"Normal-TCP-HTTP"|"normal"|443|"tcp"|31
0.0404040404040404|0.0461760461760462|0.285714285714286|0.125541125541126|0.47041847041847|0.00288600288600289|0.0274170274170274|0|0.486291486291486|0.0144300144300144|693|"Normal-TCP-HTTP"|"normal"|80|"tcp"|32
0.0769230769230769|0|0.307692307692308|0|0|0|0.538461538461538|0|0.0769230769230769|0.461538461538462|13|"Normal-UDP-NTP-server"|"normal"|123|"udp"|33
0.181818181818182|0.181818181818182|0|0|0|0|0.545454545454545|0|0|0.545454545454545|11|"Normal-UDP-NTP-server"|"normal"|123|"udp"|34
0.0126061689763076|0.0371926687527939|0.115690657130085|0.334376396960215|0.451497541350022|0.0336164506034868|0.0149307107733572|0.312829682610639|0.187125614662494|8.94054537326777e-05|11185|"Normal-UDP-DNS"|"normal"|53|"udp"|35
0|0.230769230769231|0.0769230769230769|0.0769230769230769|0|0|0.538461538461538|0|0|0.538461538461538|13|"Normal-TCP-IMAP"|"normal"|993|"tcp"|36
0.012987012987013|0.051948051948052|0.220779220779221|0.194805194805195|0|0|0.506493506493506|0|0|0.506493506493506|77|"Normal-TCP-HTTP"|"normal"|443|"tcp"|37
0.363636363636364|0|0|0|0|0|0.545454545454545|0|0.545454545454545|0|11|"Normal-UDP-NTP-server"|"normal"|123|"udp"|38
0|0.0983606557377049|0.131147540983607|0.229508196721311|0|0.0491803278688525|0.442622950819672|0|0.360655737704918|0.131147540983607|61|"Normal-TCP-HTTP"|"normal"|80|"tcp"|39
0|0|0.0166666666666667|0.45|0|0|0.5|0|0.466666666666667|0.0333333333333333|60|"Normal-TCP-HTTP"|"normal"|80|"tcp"|40
0.0434782608695652|0.0434782608695652|0|0.304347826086957|0|0.130434782608696|0.347826086956522|0|0.173913043478261|0.304347826086957|23|"Normal-TCP-HTTP"|"normal"|80|"tcp"|41
0.311475409836066|0|0.163934426229508|0|0|0.508196721311475|0|0|0|0.508196721311475|61|"Normal-TCP-HTTP"|"normal"|443|"tcp"|42
0.0714285714285714|0|0.0714285714285714|0.214285714285714|0|0.0714285714285714|0.428571428571429|0|0|0.5|14|"Normal-TCP-HTTP"|"normal"|443|"tcp"|43
0.363636363636364|0|0|0|0.0909090909090909|0|0.454545454545455|0.0909090909090909|0.454545454545455|0|11|"Normal-UDP-NTP-server"|"normal"|123|"udp"|44
0.0666666666666667|0|0|0.266666666666667|0|0.133333333333333|0.333333333333333|0|0|0.466666666666667|15|"Normal-TCP-HTTP"|"normal"|80|"tcp"|45
0|0|0|0.25|0.125|0.25|0.125|0|0.125|0.375|8|"Normal-TCP-HTTP"|"normal"|80|"tcp"|46
0.0416666666666667|0.0416666666666667|0.0833333333333333|0.25|0|0|0.5|0|0|0.5|24|"Normal-TCP-HTTP"|"normal"|80|"tcp"|47
0|0.0294117647058824|0.117647058823529|0.294117647058824|0.264705882352941|0.235294117647059|0|0|0.176470588235294|0.323529411764706|34|"Normal-TCP-HTTP"|"normal"|80|"tcp"|48
0|0.0416666666666667|0.0833333333333333|0.291666666666667|0|0|0.5|0|0.208333333333333|0.291666666666667|24|"Normal-TCP-HTTP"|"normal"|80|"tcp"|49
0|0|0|0.25|0|0|0.5|0|0.25|0.25|8|"Normal-TCP-HTTP"|"normal"|80|"tcp"|50
0|0.0769230769230769|0.0769230769230769|0.269230769230769|0|0.0769230769230769|0.423076923076923|0|0.0384615384615385|0.461538461538462|26|"Normal-TCP-HTTP"|"normal"|80|"tcp"|51
0|0|0|0.3|0|0|0.5|0|0.3|0.2|10|"Normal-TCP-HTTP"|"normal"|80|"tcp"|52
0|0|0|0.25|0.25|0.25|0|0|0.125|0.375|8|"Normal-TCP-HTTP"|"normal"|80|"tcp"|53
0|0|0.0416666666666667|0.375|0.291666666666667|0.0833333333333333|0.125|0|0.125|0.375|24|"Normal-TCP-HTTP"|"normal"|80|"tcp"|54
0|0|0|0.357142857142857|0.5|0|0|0|0|0.5|14|"Normal-TCP-HTTP"|"normal"|80|"tcp"|55
0|0|0.09375|0.34375|0|0.0625|0.4375|0|0.125|0.375|32|"Normal-TCP-HTTP"|"normal"|80|"tcp"|56
0|0|0|0.375|0|0|0.5|0|0.125|0.375|16|"Normal-TCP-HTTP"|"normal"|80|"tcp"|57
0.00952380952380952|0.0761904761904762|0.0761904761904762|0.323809523809524|0|0|0.504761904761905|0|0.0761904761904762|0.428571428571429|105|"Normal-TCP-HTTP"|"normal"|80|"tcp"|58
0|0|0|0.3|0.2|0.1|0.2|0|0.2|0.3|10|"Normal-TCP-HTTP"|"normal"|80|"tcp"|59
0|0|0|0.25|0|0.25|0.25|0|0.25|0.25|8|"Normal-TCP-HTTP"|"normal"|80|"tcp"|60
0|0.0555555555555556|0.0555555555555556|0.277777777777778|0|0|0.5|0|0.111111111111111|0.388888888888889|18|"Normal-TCP-HTTP"|"normal"|80|"tcp"|61
0|0|0.185185185185185|0.277777777777778|0|0|0.5|0|0.296296296296296|0.203703703703704|54|"Normal-TCP-HTTP"|"normal"|80|"tcp"|62
0|0|0.0625|0.25|0|0|0.4375|0|0.1875|0.25|16|"Normal-TCP-HTTP"|"normal"|80|"tcp"|63
0|0.0857142857142857|0.171428571428571|0.2|0.171428571428571|0.2|0.142857142857143|0|0.142857142857143|0.371428571428571|35|"Normal-TCP-HTTP"|"normal"|80|"tcp"|64
0|0.2|0|0|0|0|0.6|0|0|0.6|5|"Normal-TCP-HTTP"|"normal"|80|"tcp"|65
0|0.142857142857143|0|0|0|0|0.428571428571429|0|0|0.428571428571429|7|"Normal-TCP-HTTP"|"normal"|80|"tcp"|66
0|0|0|0.409090909090909|0.363636363636364|0.0454545454545455|0.0909090909090909|0|0.0909090909090909|0.409090909090909|22|"Normal-TCP-HTTP"|"normal"|80|"tcp"|67
0.0193548387096774|0.032258064516129|0.0709677419354839|0.367741935483871|0|0|0.503225806451613|0|0.0709677419354839|0.432258064516129|155|"Normal-TCP-HTTP"|"normal"|80|"tcp"|68
0.363636363636364|0|0|0|0|0|0.545454545454545|0|0.0909090909090909|0.454545454545455|11|"Normal-TCP-HTTP-CVUT-WebServer"|"normal"|123|"udp"|69
0|0|0.208333333333333|0.208333333333333|0.0416666666666667|0.0833333333333333|0.375|0|0|0.5|24|"Normal-TCP-HTTP"|"normal"|80|"tcp"|70
0.0333333333333333|0.0333333333333333|0.1|0.233333333333333|0|0.233333333333333|0.233333333333333|0|0.133333333333333|0.333333333333333|30|"Normal-TCP-HTTP"|"normal"|80|"tcp"|71
0.0526315789473684|0.0526315789473684|0.105263157894737|0.210526315789474|0|0|0.526315789473684|0|0|0.526315789473684|19|"Normal-TCP-HTTP"|"normal"|80|"tcp"|72
0.333333333333333|0|0|0|0|0|0.555555555555556|0|0.555555555555556|0|9|"Normal-UDP-NTP-server"|"normal"|123|"udp"|73
0|0.0256410256410256|0.102564102564103|0.307692307692308|0|0.0512820512820513|0.435897435897436|0|0.333333333333333|0.153846153846154|39|"Normal-TCP-HTTP"|"normal"|80|"tcp"|74
0.0952380952380952|0.0476190476190476|0|0.19047619047619|0|0.142857142857143|0.285714285714286|0|0|0.428571428571429|21|"Normal-TCP-HTTP"|"normal"|80|"tcp"|75
0|0|0|0.111111111111111|0|0|0.333333333333333|0|0|0.333333333333333|9|"Normal-TCP-HTTP"|"normal"|80|"tcp"|76
0|0|0|0.181818181818182|0|0|0.363636363636364|0|0.181818181818182|0.181818181818182|11|"Normal-TCP-HTTP"|"normal"|80|"tcp"|77
0|0|0|0|0|0|0.285714285714286|0|0|0.285714285714286|7|"Normal-TCP-HTTP"|"normal"|80|"tcp"|78
0|0|0|0.285714285714286|0|0|0.571428571428571|0|0|0.571428571428571|7|"Normal-TCP-HTTP"|"normal"|80|"tcp"|79
0.0153846153846154|0.0307692307692308|0.353846153846154|0.0769230769230769|0|0|0.507692307692308|0|0|0.507692307692308|65|"Normal-TCP-HTTP"|"normal"|443|"tcp"|80
0.0169491525423729|0.0677966101694915|0.0677966101694915|0.322033898305085|0|0.0169491525423729|0.491525423728814|0|0.338983050847458|0.169491525423729|59|"Normal-TCP-HTTP"|"normal"|80|"tcp"|81
0.0666666666666667|0.2|0.18974358974359|0.0358974358974359|0|0.00512820512820513|0.497435897435897|0|0.0256410256410256|0.476923076923077|195|"Normal-TCP-HTTP"|"normal"|80|"tcp"|82
0.010230179028133|0.0179028132992327|0.0255754475703325|0.442455242966752|0.00255754475703325|0.49616368286445|0.00255754475703325|0|0.00255754475703325|0.498721227621483|391|"Normal-TCP-HTTP"|"normal"|80|"tcp"|83
0|0.0425531914893617|0.0851063829787234|0.340425531914894|0.0212765957446809|0|0.48936170212766|0|0.319148936170213|0.191489361702128|47|"Normal-TCP-HTTP"|"normal"|80|"tcp"|84
0|0|0.0909090909090909|0.272727272727273|0|0|0.454545454545455|0|0.363636363636364|0.0909090909090909|22|"Normal-TCP-HTTP"|"normal"|80|"tcp"|85
0|0|0|0.333333333333333|0|0|0.5|0|0.416666666666667|0.0833333333333333|12|"Normal-TCP-HTTP"|"normal"|80|"tcp"|86
0.024|0.024|0.088|0.352|0|0.008|0.496|0|0.048|0.456|125|"Normal-TCP-HTTP"|"normal"|80|"tcp"|87
0.0680628272251309|0.204188481675393|0.198952879581152|0.0209424083769634|0|0.50261780104712|0|0|0|0.50261780104712|191|"Normal-TCP-HTTP"|"normal"|80|"tcp"|88
0|0|0.352941176470588|0.0588235294117647|0|0|0.529411764705882|0|0|0.529411764705882|17|"Normal-TCP-HTTP"|"normal"|80|"tcp"|89
0.062015503875969|0.170542635658915|0.193798449612403|0.062015503875969|0.0232558139534884|0.48062015503876|0|0|0|0.503875968992248|129|"Normal-TCP-HTTP"|"normal"|80|"tcp"|90
0|0|0.285714285714286|0|0|0|0.571428571428571|0|0|0.571428571428571|7|"Normal-TCP-HTTP"|"normal"|443|"tcp"|91
0.0153846153846154|0.0615384615384615|0.0923076923076923|0.307692307692308|0|0|0.507692307692308|0|0.123076923076923|0.384615384615385|65|"Normal-TCP-HTTP"|"normal"|80|"tcp"|92
0|0|0.111111111111111|0.111111111111111|0|0|0.444444444444444|0|0|0.444444444444444|9|"Normal-TCP-HTTP"|"normal"|80|"tcp"|93
0|0|0.166666666666667|0|0|0|0.5|0|0|0.5|6|"Normal-TCP-HTTP"|"normal"|80|"tcp"|94
0|0.111111111111111|0.111111111111111|0|0|0|0.444444444444444|0|0|0.444444444444444|9|"Normal-TCP-HTTP"|"normal"|80|"tcp"|95
0|0.0689655172413793|0.103448275862069|0.275862068965517|0.448275862068966|0.0344827586206897|0.0344827586206897|0|0.0344827586206897|0.482758620689655|29|"Normal-TCP-HTTP"|"normal"|80|"tcp"|96
0|0.142857142857143|0|0|0|0|0.428571428571429|0|0|0.428571428571429|7|"Normal-TCP-HTTP"|"normal"|80|"tcp"|97
0|0|0|0.384615384615385|0|0.538461538461538|0|0|0|0.538461538461538|13|"Normal-TCP-HTTP"|"normal"|80|"tcp"|98
0|0|0|0.333333333333333|0|0.466666666666667|0|0|0|0.466666666666667|15|"Normal-TCP-HTTP"|"normal"|80|"tcp"|99
0|0|0.0833333333333333|0.333333333333333|0.291666666666667|0.208333333333333|0|0|0.125|0.375|24|"Normal-TCP-HTTP"|"normal"|80|"tcp"|100
0|0|0.0769230769230769|0.307692307692308|0.461538461538462|0|0.0769230769230769|0|0.0769230769230769|0.461538461538462|13|"Normal-TCP-HTTP"|"normal"|80|"tcp"|101
0|0|0|0.285714285714286|0|0.285714285714286|0.285714285714286|0|0.285714285714286|0.285714285714286|7|"Normal-TCP-HTTP"|"normal"|80|"tcp"|102
0|0.0227272727272727|0.113636363636364|0.318181818181818|0|0|0.5|0|0.159090909090909|0.340909090909091|44|"Normal-TCP-HTTP"|"normal"|80|"tcp"|103
0.363636363636364|0|0|0|0|0.454545454545455|0.0909090909090909|0|0|0.545454545454545|11|"Normal-Stribrek"|"normal"|81|"tcp"|104
0.0256410256410256|0.0256410256410256|0.0769230769230769|0.333333333333333|0|0.0256410256410256|0.487179487179487|0|0.102564102564103|0.41025641025641|39|"Normal-TCP-HTTP"|"normal"|80|"tcp"|105
0|0|0.222222222222222|0.111111111111111|0|0|0.555555555555556|0|0|0.555555555555556|9|"Normal-TCP-HTTP"|"normal"|80|"tcp"|106
0|0.0526315789473684|0.0526315789473684|0.263157894736842|0|0|0.473684210526316|0|0|0.473684210526316|19|"Normal-TCP-HTTP"|"normal"|443|"tcp"|107
0|0.0526315789473684|0.105263157894737|0.263157894736842|0|0.263157894736842|0.263157894736842|0|0.105263157894737|0.421052631578947|19|"Normal-TCP-HTTP"|"normal"|80|"tcp"|108
0|0|0.142857142857143|0.142857142857143|0|0.142857142857143|0.428571428571429|0|0|0.571428571428571|7|"Normal-TCP-HTTP"|"normal"|80|"tcp"|109
0|0|0|0.2|0|0|0.6|0|0|0.6|5|"Normal-TCP-HTTP"|"normal"|80|"tcp"|110
0|0|0.142857142857143|0|0|0|0.428571428571429|0|0|0.428571428571429|7|"Normal-TCP-HTTP"|"normal"|443|"tcp"|111
0.181818181818182|0.0909090909090909|0.0909090909090909|0|0|0|0.545454545454545|0|0.454545454545455|0.0909090909090909|11|"Normal-TCP-HTTP"|"normal"|80|"tcp"|112
0.0384615384615385|0.0384615384615385|0.0769230769230769|0.230769230769231|0|0|0.461538461538462|0|0|0.461538461538462|26|"Normal-TCP-HTTP"|"normal"|80|"tcp"|113
0|0|0.0769230769230769|0.307692307692308|0|0|0.538461538461538|0|0.0769230769230769|0.461538461538462|13|"Normal-TCP-HTTP"|"normal"|80|"tcp"|114
0|0|0.111111111111111|0.333333333333333|0|0|0.518518518518518|0|0|0.518518518518518|27|"Normal-TCP-HTTP"|"normal"|443|"tcp"|115
0|0|0|0.285714285714286|0|0|0.571428571428571|0|0.285714285714286|0.285714285714286|7|"Normal-HTTP-windowsupdate"|"normal"|80|"tcp"|116
0|0|0|0.3|0|0|0.5|0|0.4|0.1|10|"Normal-TCP-HTTP"|"normal"|80|"tcp"|117
0|0|0.166666666666667|0|0|0|0.5|0|0|0.5|6|"Normal-TCP-HTTP"|"normal"|443|"tcp"|118
0|0.0869565217391304|0.217391304347826|0.130434782608696|0|0|0.521739130434783|0|0|0.521739130434783|23|"Normal-TCP-HTTP"|"normal"|80|"tcp"|119
0.363636363636364|0|0|0|0|0.454545454545455|0.0909090909090909|0|0|0.545454545454545|11|"Normal-Grill"|"normal"|81|"tcp"|120
0|0|0.166666666666667|0|0|0|0.5|0|0|0.5|6|"Normal-TCP-HTTP"|"normal"|80|"tcp"|121
0|0|0.153846153846154|0.230769230769231|0|0.0769230769230769|0.461538461538462|0|0|0.538461538461538|13|"Normal-TCP-HTTP"|"normal"|80|"tcp"|122
0.0136986301369863|0.0547945205479452|0.136986301369863|0.273972602739726|0|0.0547945205479452|0.452054794520548|0|0.178082191780822|0.328767123287671|73|"Normal-TCP-HTTP"|"normal"|80|"tcp"|123
0|0|0.125|0.25|0|0|0.5|0|0|0.5|16|"Normal-TCP-HTTP"|"normal"|80|"tcp"|124
0|0|0|0.272727272727273|0|0|0.454545454545455|0|0|0.454545454545455|11|"Normal-TCP-HTTP"|"normal"|80|"tcp"|125
0|0|0.2|0|0|0|0.6|0|0|0.6|5|"Normal-TCP-HTTP"|"normal"|80|"tcp"|126
0|0|0.142857142857143|0.142857142857143|0|0|0.571428571428571|0|0|0.571428571428571|7|"Normal-TCP-HTTP"|"normal"|443|"tcp"|127
0|0.0666666666666667|0.2|0.2|0|0|0.511111111111111|0|0.0222222222222222|0.488888888888889|45|"Normal-TCP-HTTP"|"normal"|80|"tcp"|128
0.111111111111111|0|0.222222222222222|0|0|0|0.555555555555556|0|0|0.555555555555556|9|"Normal-TCP-HTTP"|"normal"|80|"tcp"|129
0|0|0.285714285714286|0|0|0|0.571428571428571|0|0|0.571428571428571|7|"Normal-TCP-HTTP"|"normal"|443|"tcp"|130
0|0|0.2|0|0|0.6|0|0|0|0.6|5|"Normal-HTTP-windowsupdate"|"normal"|80|"tcp"|131
0.125|0|0.125|0|0|0|0.5|0|0|0.5|8|"Normal-TCP-IMAP"|"normal"|993|"tcp"|132
0|0|0|0.2|0|0.3|0.1|0|0.2|0.2|10|"Normal-TCP-HTTP"|"normal"|80|"tcp"|133
0|0|0|0.2|0|0.4|0.2|0|0|0.6|5|"Normal-TCP-HTTP"|"normal"|443|"tcp"|134
0.272727272727273|0|0|0.0909090909090909|0|0.0909090909090909|0.454545454545455|0|0|0.545454545454545|11|"Normal-TCP-Jabber"|"normal"|5222|"tcp"|135
0|0|0|0.2|0|0.6|0|0|0|0.6|5|"Normal-TCP-HTTP"|"normal"|443|"tcp"|136
0.230769230769231|0|0|0.153846153846154|0|0.0769230769230769|0.461538461538462|0|0|0.538461538461538|13|"Normal-TCP-HTTP"|"normal"|443|"tcp"|137
0.102564102564103|0.0769230769230769|0.0512820512820513|0.230769230769231|0|0|0.512820512820513|0|0|0.512820512820513|39|"Normal-TCP-HTTP"|"normal"|443|"tcp"|138
0.272727272727273|0|0|0.0909090909090909|0|0|0.545454545454545|0|0|0.545454545454545|11|"Normal-TCP-HTTP"|"normal"|443|"tcp"|139
0.153846153846154|0.153846153846154|0|0.0769230769230769|0|0|0.538461538461538|0|0|0.538461538461538|13|"Normal-TCP-HTTP"|"normal"|443|"tcp"|140
0|0|0|0.2|0|0|0.6|0|0|0.6|5|"Normal-TCP-HTTP"|"normal"|443|"tcp"|141
0|0.08|0.12|0.24|0|0.04|0.48|0|0.08|0.44|25|"Normal-TCP-HTTP"|"normal"|80|"tcp"|142
0|0.0352941176470588|0.105882352941176|0.341176470588235|0|0.0235294117647059|0.482352941176471|0|0.164705882352941|0.341176470588235|85|"Normal-TCP-HTTP"|"normal"|80|"tcp"|143
0|0|0.123076923076923|0.353846153846154|0|0.0307692307692308|0.476923076923077|0|0.0461538461538462|0.461538461538462|65|"Normal-TCP-HTTP"|"normal"|80|"tcp"|144
0|0|0.2|0|0|0|0.6|0|0|0.6|5|"Normal-TCP-HTTP"|"normal"|80|"tcp"|145
0.0394736842105263|0.0394736842105263|0.0657894736842105|0.328947368421053|0|0|0.5|0|0.355263157894737|0.144736842105263|76|"Normal-TCP-HTTP"|"normal"|80|"tcp"|146
0.03125|0.0104166666666667|0.291666666666667|0.145833333333333|0.40625|0.0520833333333333|0.0416666666666667|0|0.0416666666666667|0.458333333333333|96|"Normal-TCP-HTTP"|"normal"|80|"tcp"|147
0|0.0555555555555556|0.0555555555555556|0.277777777777778|0|0|0.5|0|0.166666666666667|0.333333333333333|18|"Normal-TCP-HTTP"|"normal"|80|"tcp"|148
0.0434782608695652|0|0.0869565217391304|0.304347826086957|0.0434782608695652|0.347826086956522|0.130434782608696|0|0.0869565217391304|0.434782608695652|23|"Normal-TCP-HTTP"|"normal"|80|"tcp"|149
0|0.032258064516129|0.0645161290322581|0.354838709677419|0|0.032258064516129|0.483870967741935|0|0.290322580645161|0.225806451612903|31|"Normal-TCP-HTTP"|"normal"|80|"tcp"|150
0|0.0222222222222222|0.0666666666666667|0.377777777777778|0.355555555555556|0.155555555555556|0|0|0|0.511111111111111|45|"Normal-TCP-HTTP"|"normal"|80|"tcp"|151
0.0141843971631206|0.0851063829787234|0.184397163120567|0.205673758865248|0.446808510638298|0.0567375886524823|0|0|0|0.50354609929078|141|"Normal-TCP-HTTP"|"normal"|80|"tcp"|152
0.04|0.04|0.04|0.32|0|0|0.52|0|0.16|0.36|25|"Normal-TCP-HTTP"|"normal"|80|"tcp"|153
0|0.0476190476190476|0.0952380952380952|0.285714285714286|0|0|0.523809523809524|0|0.285714285714286|0.238095238095238|21|"Normal-TCP-HTTP"|"normal"|80|"tcp"|154
0|0.117647058823529|0.0588235294117647|0.235294117647059|0|0|0.529411764705882|0|0.235294117647059|0.294117647058824|17|"Normal-TCP-HTTP"|"normal"|80|"tcp"|155
0|0.285714285714286|0|0|0|0|0.571428571428571|0|0.571428571428571|0|7|"Normal-TCP-HTTP"|"normal"|80|"tcp"|156
0|0.03125|0.03125|0.375|0|0|0.5|0|0.3125|0.1875|32|"Normal-TCP-HTTP"|"normal"|80|"tcp"|157
0|0.0909090909090909|0.0909090909090909|0.181818181818182|0|0|0.545454545454545|0|0|0.545454545454545|11|"Normal-TCP-HTTP"|"normal"|80|"tcp"|158
0.0363636363636364|0.0181818181818182|0.127272727272727|0.290909090909091|0.0363636363636364|0.0545454545454545|0.418181818181818|0|0.0909090909090909|0.418181818181818|55|"Normal-TCP-HTTP"|"normal"|80|"tcp"|159
0.08|0.04|0.08|0.24|0|0.24|0.28|0|0|0.52|25|"Normal-TCP-HTTP"|"normal"|443|"tcp"|160
0.0769230769230769|0|0.0769230769230769|0.153846153846154|0|0.307692307692308|0.153846153846154|0|0.153846153846154|0.307692307692308|13|"Normal-TCP-HTTP"|"normal"|80|"tcp"|161
0|0.142857142857143|0|0.142857142857143|0|0|0.571428571428571|0|0|0.571428571428571|7|"Normal-TCP-HTTP"|"normal"|443|"tcp"|162
0.114285714285714|0.0285714285714286|0.0285714285714286|0.285714285714286|0|0.0285714285714286|0.485714285714286|0|0|0.514285714285714|35|"Normal-TCP-HTTP"|"normal"|443|"tcp"|163
0.0641025641025641|0.0641025641025641|0.0897435897435897|0.256410256410256|0.0128205128205128|0|0.487179487179487|0|0|0.5|78|"Normal-TCP-HTTP"|"normal"|443|"tcp"|164
0|0|0.181818181818182|0.181818181818182|0|0|0.545454545454545|0|0|0.545454545454545|11|"Normal-TCP-HTTP"|"normal"|443|"tcp"|165
0|0|0.111111111111111|0.355555555555556|0.0222222222222222|0.0222222222222222|0.466666666666667|0|0.0444444444444444|0.466666666666667|45|"Botnet-UDP-DNS"|"botnet"|53|"udp"|166
0|0|0|0|0.166666666666667|0.166666666666667|0|0|0.166666666666667|0.166666666666667|6|"Botnet-TCP-HTTP-Google-Net-Established"|"botnet"|80|"tcp"|167
0|0|0|0.2|0|0.6|0|0|0|0.6|5|"Botnet-TCP-HTTP-Established-Binary-Download"|"botnet"|80|"tcp"|168
