"id"|"class"|"connection_id"|"State"|"clusterid"|"prob"
2309|"botnet"|"147.32.84.165-212.117.171.138-65500-tcp"|"56,w,f,W.Y,z,I,z,Z.Z,Z,z,i,I,H,z.z,i,y,y,I,Z.Z,I,H,F,z.z,z,F,I,i,z,I,z,Z+w,w,Z+z,z,z,z,Z,z,z,z,z.z,z,z,z,z,z,z,z,z,z,z,I,z,I,i,z,I,z,I,F,z.z,y,z.z,z,z,I,I,I,i,I,I,z,z,z,Z,Y,F,Z+z+Z,I,i,z,z,z.z,z,I,y,z.z,I,z,z,y,I,I,I,I,F,z.Z,z,z,z,I,z,z,I,y,z,z,I,h,z,z,z.z,z,H,z,Z,z,z,Z.z,z,y,Z.w,z,z,I,I,F,I,v,z,W+z+z+I+Z,w,W+z+z+z,z,I,z,I,F,z,Z+z+z,z,z,z,z,H,Z+W,Z+Z,W+Z,H,Z,y,z.z,i,I,I,I,I,I,I,i,i,z,z,I,h,z,z,z,z,I,I,z,z,I,z,z,I,z,z,z,I,i,z,z,z,e,v,I,v,z,v,z,Z+Z,z,I,F,z,z,z,w,W*F+I*Z,Z.y,W.w,z,z.y,Z.z.Z,Z.Z,H,z,z.y,z.w,Z+F+Z,z,z,i,i,i,I,z,I,z,z,z,z,z,z.y,y,I,y,z,z,z,z,z,y,z,y,z.y,Z.z,y,z.z,y,w,z,z,w,z,Y+Z.y,z,z,z,z,z,I,i,I,I,I,I,z,z,z,z,w,z.z,z,w,I,I,I,z,z,z,z,z,I+I,z,z,z,z.z,w.y,I,z.z,I,z.y,z.w,y,z,z.z,Z+Z,z,z,z,z,z,z,z,w,z,I,z,I,y,z,z,w,z,z,z,z,z,z,z,z,z,z,Z+w,I,W+Z,z,z,z,Z+Z,I,i,i,i,I,F,z,I,z,z,I,I,z,I,I,I,I,i,I,i,z,z,z,z.z,I,I,z,z,w,W+w,z+w+z,z,z,z,Z,z,Z.Z,Z.Z+w,w+z,z+Z,W+z+z,z,w+Z,z,W+z+z,f,z,i,z,Z,z,z,I,i,I,I,z,z,z,y,w.z,z,z,z,z,Z,z,z,Z,z,z,z,z,i,z.z,z,z,i,z,z,z.y,I,w.z,i,I,I,z,z,z.z,I,I,I,z.z,z,y,y,H,Z.Z,y,z.Z,Z.z,Z.Z,z,y,Z.Z,z,I,I,H,H,z.z,H,z.z,H,w.z,I,I,h,y.z,E,y.v,H,W.z.y,Z.y,y,z.z,y,y.z,E,I,z,z,z,z,z,y,z,w,I,z,f,z,z,I,z,z,z,z,H,z.z,Z.Y,z,z,I,I,z,I,z.y,z,z,w,I,y,z,z,i,z,w,z,z,w,Z,Z,W,Z+Z,I,w,z,z+w+z+I+y+Y.y.Y.y.H.h.H.Y.Y.y.y.y.Y.Y.y.h.H.H.y.y.y.y.y.H.h.H.h.H.y.y.y.y.y.H.H.y.y.Y.y.Y.y.H.y.H.y.h.H.H.H.h.h.H.H.z.Z+W,"|3|NA
2183|"botnet"|"147.32.84.165-64.4.56.103-80-tcp"|"88,y,H,y,y,y,y,Y+y,"|3|0.978
1993|"normal"|"147.32.84.170-69.58.183.143-80-tcp"|"99.I.Z.Z.Z."|3|0.016
7137|"botnet"|"147.32.84.206-64.18.4.10-25-tcp"|"21*R,R*r*r*a*R,R+s+A+r,R*r*r+r*r*"|1|0.972
3586|"normal"|"147.32.84.134-92.123.64.161-443-tcp"|"99.i.Z.Z.z."|3|0.012
5274|"botnet"|"147.32.84.191-174.36.246.56-80-tcp"|"88*Y,h,Y.b.Y*Y+Y.H.Y+Y,y.Y*Y,y.v.Y+Y.y.y.y.y.Y+Y,H,Y.Y+Y,y.y.Y*Y,Y*y+h+H+y*H*y+h+H*h*h*"|3|0.776
7828|"botnet"|"147.32.84.204-98.137.54.238-25-tcp"|"22,s+S*s*s+s*s+s*s+s,S+s*"|1|1
8795|"normal"|"147.32.84.170-195.113.232.74-80-tcp"|"66.F.F.F.W,W.W.Z*Z.Z.W*W.F.F.f.W.Z+W.F.Y,Y.H."|2|0.092
4340|"normal"|"147.32.84.170-174.133.243.2-80-tcp"|"99.Z.Z.Z.z."|3|0.016
3327|"normal"|"147.32.84.134-184.73.171.195-80-tcp"|"99*W.Z*z*W."|3|0.004
1261|"normal"|"147.32.84.170-80.239.149.32-80-tcp"|"99.Z.z.z.z."|3|0.06
3517|"normal"|"147.32.84.134-92.123.64.169-443-tcp"|"99.Z.Z.Z,Z.I.I.Z,"|3|0.04
5847|"normal"|"147.32.84.164-74.125.232.206-443-tcp"|"98.i.I.I.z.Z*Z0Z.Z.Z.Z.Z.Z,"|3|0.312
7095|"botnet"|"147.32.84.207-98.137.54.238-25-tcp"|"21+S.r.R+s+R,a,R.R,A,S.R+S,r,S.S,r.S,R.R*R,R*S,s,s+s+s,S+b+s*S+R*s*S+S*S+s+t+"|1|0.946
8797|"normal"|"147.32.84.170-92.123.64.170-80-tcp"|"66.F.w.w.W,W0W.w."|2|NA
6947|"botnet"|"147.32.84.207-74.6.136.65-25-tcp"|"22*S+s*S+B,s+s,S+s+s*S+s+s+S,S+s*s+S*s+"|1|1
2739|"botnet"|"147.32.84.165-77.238.167.32-80-tcp"|"88*y*Y+y*y+h*y*y*y*y+Y*h*y+y*H*y+y+y*y*Y*y+Y*y*y*y*y*y+y+h*Y*y*y*Y*y*y+y*H*H*y*y*y*h+h*h+y*y*h+Y*Y+y*y*y*y*Y,Y*H*y*y*y*y*y*y*y*"|3|0.646
1796|"normal"|"147.32.84.164-188.134.34.64-54728-icmp"|"1100000000000000000000000A0000000000000000000000R0"|2|0.082
4037|"normal"|"147.32.84.170-80.64.63.169-443-tcp"|"99.Z,y+Y.y.Z,Z.Z+y,Y.h.Z+Z.Z.Z,Z.Z+Z.Z,Z.i.Z+Z.z.Z,z+Z.Z,Z.i.Z+z,Z.i.Z+Y.Z+z,Z.I.Z+Z.z.Z,Z.Z+Z.Z.Z,z+Z.I.Z*Z.Z,Z.Z*Z,Z.Z+Z.Z+z,Z.I.Z+z,z+Z.Z,z+z,Z.Z*Z.Z,Z.Z*Z.Z,Z.Z+Z.Z,Z.Z+z,Z.Z*Z.Y+Y.Z.Z,y,y.Y.Y.Y,z+I,Z.Z+Z.Z,y+Y.y.Z,z+Z.Z,z+Z.Z,z+Z.Z+Z.Z,Z.i.Z+Z.Z+Z.Z,Z."|3|0.276
311|"botnet"|"147.32.84.165-213.246.53.125-5296-tcp"|"55+e+e+I+Z0i0i0i0"|3|0.562
2370|"botnet"|"147.32.84.165-64.18.5.11-25-tcp"|"22+b+S*S+S*S+s+S*s*B*s*s*"|1|0.998
8636|"normal"|"147.32.84.170-83.167.225.189-80-tcp"|"88.y.H.H.H.X.X.X.Y.y.x.Y.Y.Y.y.y.Y.x.y.Y.X.X.Y.x.Y+X.X.Y.x.X.G.G.G.G.X.X.X.X.x.Y."|3|0.34
7068|"botnet"|"147.32.84.204-66.94.237.64-25-tcp"|"22*S,S*s*s+s,s+s+r+S,s,s+s,S.S+s+b+S.R+A+S,R.R,a,r.r.r,r,r,r,S+B+B+r*S,r.s,s,r.R+R.r,r,R+R.r.R,r.r.R,r."|1|0.996
4085|"normal"|"147.32.84.134-195.113.232.98-80-tcp"|"99*W.W.F.Z00w*W.W.Z.Z*"|2|NA
1088|"normal"|"147.32.84.134-92.123.64.169-443-tcp"|"99.z.Z*Z.z.Z.Z.z.i.I."|3|0.024
8111|"botnet"|"147.32.84.191-209.85.225.27-25-tcp"|"22+s*S,B,S*S,S*"|1|1
6056|"botnet"|"147.32.84.208-61.17.216.24-6667-tcp"|"22*s+S*r*s*"|1|1
1590|"botnet"|"147.32.84.165-66.94.238.147-25-tcp"|"22+s+s+s+s+S*S,s,B+B+s,s+s*s+s+s+s+s+s,s+s+B+s*S,s,s,B,s+s+B+B+B+s,S*s*S+s+"|1|1
6169|"botnet"|"147.32.84.209-98.129.184.3-25-tcp"|"12*r+r*r*A*R,r,"|1|0.984
1991|"normal"|"147.32.84.170-209.85.149.117-80-tcp"|"66.f.f.f.f.Z,Z*z*"|2|NA
636|"normal"|"147.32.84.170-2.21.108.20-80-tcp"|"990Z,Z.z.w.Z*X.W0W.W.W.F."|2|0
