"id"|"class"|"connection_id"|"State"|"clusterid"|"prob"
4250|"normal"|"147.32.84.134-74.125.232.212-80-tcp"|"99.z.Z.Z.Z.W,W.F.F.f.f."|2|0.01
3500|"normal"|"147.32.84.134-209.85.149.132-80-tcp"|"96*W.W.Z,Z.z."|2|0.002
2348|"botnet"|"147.32.84.165-111.88.1.3-6667-tcp"|"25*s00S*B*s*"|1|0.998
4348|"normal"|"147.32.84.170-92.43.56.151-80-tcp"|"99.Z.Z.Z.I.Z.z.Z.Y,Y.Y.Y.Y.Y.y.Y,Y.y.Y.h.H.H.Z.Z.z.z.I.Z.Y.Z,Z.Z.Z.I.z.z.Z.Y,Y.y.Y.H.H.y.Y.Y,Y.Y.Y.Y,Y.y.Y,Z.H.Z,W.w.W.W.w.F.W.W.W.W.W.z.F.w.w.Z.Z,Z.Z,W.W.F.W.w.W.W.W.w.w.f.W.Z.Z.F.f.W.Y,z,Z.z.Y.Y.Z,Z.Y,Y.Z.z.Y+Z.I.I.z.Y.Z.F.W.W.W.W.W.W.F.w.W.Z.I.W.i.W.I.Z,z,Z.y.Y.H.H.Z,Z.Z+Z.Z,Z.z.Y,Y.Y.Y.Y.Y.y.y.H.H.Y.Y,Y.y.Y.Y.Y,Y.H.Y.Y.Y.y.y.y.Z.Z.z.Z.Z.Z,Z.z.Z.z.z.z.Z.Z+Z.Z,Y.y.Y.Y.y.y.Z,Z.Z.Z.z.i.z.Z.Z,Z.Z.z.Z,Z.Y,Y.Y.Y.Z,Z.I."|3|0.054
3289|"normal"|"147.32.84.164-74.125.232.199-443-tcp"|"99.Z,Z.Z.Z.Z*z*"|3|NA
2860|"normal"|"147.32.84.164-74.125.232.203-80-tcp"|"99.Z.z.Y*Y.X,X.h.Y.x.X.i.Y,y,Z.W*W.W.W.w.W."|3|0.054
5106|"botnet"|"147.32.84.206-98.139.54.60-25-tcp"|"22+s,s+B+s,S*B*s+s+r+s+S*s+s,s+B+A+s+B+s,R*s+b+s+s+S*s*S,S*S,s+S*s+"|1|1
7546|"botnet"|"147.32.84.191-64.236.79.229-80-tcp"|"88.y,Y.y.Y*Y.y.Y,"|3|0.958
1279|"normal"|"147.32.84.170-208.253.45.68-443-tcp"|"99.Z.Z.Z.Z."|3|0.038
8525|"botnet"|"147.32.84.165-147.32.96.69-NA-icmp"|"99.Z.Z.z.z.z.I.z.Z.Z.z.z.z.z.z.z.I.I.I.Z.Z.z.Z.Z.Z.Z.z.Z.Z.Z.Z.z.z.Z.Z.z.z.z.Z.Z.z.z.z.z.z.z.z.Z.Z.z.Z.z.Z.z.i.z.I.Z.I.z.Z.I.Z.z.Z.Z.z.I.i.z.z.z.Z.z.z.z.z.z.z.I.z.z.z.z.z.Z.Z.z.I.z.z.z.z.z.z.Z.z.Z.Z.z.z.z.Z.Z.Z.z.Z.Z.z.i.z.z.z.Z.Z.z.Z.z.z.z.z.Z.Z.z.z.I.I.z.Z.Z.z.z.I.z.U,u,u.u.U.U.u.U.U.u.u.u.u.U.U.u.u.u.d.u.u.D.U.D.u.D.u.d.u.u.u.U.U.U.u.u.d.u.u.u.u.u.U.U.D.D.u.U.u.U.U.U.D.U.U.U.U.u.u.U.U.U.u.u.u.u.U.u.u.u.u.U.U.U.u.u.D.u.u.U.u.u.U.U.u.u.u.u.U.u.U.U.d.u.u.u.u.u.u.u.u.U.U.u.u.D.u.u.U.U.u.u.D.u.u.u.u.u.D.U.U.U.u.u.u.u.U.d.u.u.U.U.u.U.u.u.U.U.u.u.u.u.U.u.U.U.u.u.u.U.U.D.D.D.u.U.U.u.U.u.u.u.D.u.U.U.u.u.D.U.U.U.U.u.D.u.u.U.U.U.u.U.U.u.U.u.u.U.u.u.U.u.u.u.u.D.D.D.U.U.u.u.U.U.D.U.u.D.u.u.U.u.u.u.u.u.u.U.u.D.u.u.u.D.u.u.U.u.U.u.u.u.u.D.u.u.u.u.u.u.u.u.u.u.D.D.u.u.D.u.u.U.u.U.u.u.u.u.u.U.u.u.u.u.u.u.u.u.U.U.U.U.U.u.u.U.D.u.u.u.d.u.d.u.u.D.u.u.D.u.U.u.u.u.u.u.u.U.U.U.u.u.U.U.u.u.u.U.U.D.U.U.U.D.u.U.U.u.u.u.u.u.u.U.D.U.u.U.u.U.U.u.u.U.U.u.U.u.U.D.U.u.u.u.u.D.u.U.u.D.u.U.U.u.u.D.u.u.U.U.U.U.u.D.U.u.u.D.u.u.d.u.u.u.D.u.u.U.U.U.U.u.D.U.u.u.u.D.u.u.u.u.U.u.u.u.u.u.u.U.u.D.D.u.u.u.u.u.u.u.D.U.U.U.u.U.u.u.u.D.D.u.U.U.u.u.u.U.u.U.U.u.u.U.U.u.u.u.u.U.U.u.u.D.u.u.D.d.u.u.u.u.d.U.U.u.D.U.u.U.u.u.u.u.u.U.u.u.u.u.d.u.u.u.u.u.u.U.D.U.u.u.U.U.U.d.U.U.u.u.u.u.U.D.U.u.u.D.U.u.U.U.U.U.D.U.u.U.U.u.u.D.u.u.U.U.u.u.u.u.u.u.u.u.U.U.D.U.U.U.u.u.u.u.u.U.U.U.u.u.u.u.u.U.u.D.u.u.u.D.u.u.d.u.u.u.U.U.D.u.u.u.d.u.U.U.U.u.u.u.d.U.U.u.U.u.u.D.u.u.u.u.u.u.u.u.u.D.D.u.u.D.u.U.U.u.U.u.U.U.u.u.D.U.U.D.u.U.u.D.u.u.u.d.u.u.u.U.u.u.d.u.u.u.u.u.u.u.u.U.D.u.u.U.U.u.D.u.u.d.u.u.U.U.u.u.u.u.u.u.u.u.u.u.u.u.u.d.u.u.u.U.u.u.u.u.u.u.u.u.u.u.u.u.D.U.U.u.u.U.U.u.U.u.u.u.u.u.u.u.U.u.D.d.u.u.u.u.U.U.U.U.u.u.u.D.u.U.u.u.u.D.u.u.u.D.u.u.U.u.U.u.D.u.u.u.u.U.U.U.U.u.u.u.d.D.u.u.u.u.U.U.u.u.U.U.u.u.U.U.U.u.U.U.D.u.U.U.u.D.u.U.u.d.u.D.D.U.U.u.U.U.u.u.u.U.u.U.U.u.u.u.U.U.U.D.u.u.D.D.d.u.d.u.D.u.U.U.U.u.u.U.U.U.U.u.u.u.u.U.U.U.U.U.U.u.u.U.U.D.u.u.u.u.U.u.D.u.u.U.U.u.u.D.d.u.D.u.u.U.u.u.U.U.u.U.U.u.u.u.u.u.u.u.u.u.d.u.D.u.u.D.D.u.u.u.u.u.u.U.U.u.D.d.D.U.u.U.U.d.u.U.U.u.u.U.U.u.U.u.u.u.U.U.u.u.U.U.D.u.u.U.U.u.U.u.U.U.u.u.u.u.u.u.u.D.U.U.u.u.u.D.D.u.U.u.u.u.U.D.u.u.U.u.U.D.D.D.u.U.U.u.U.u.u.D.D.u.U.u.u.u.D.u.D.d.u.U.D.u.u.u.U.U.u.U.U.U.D.U.u.u.u.U.u.u.U.u.D.u.u.u.u.u.U.U.u.u.u.U.u.u.d.U.U.D.D.u.u.U.U.u.u.u.D.D.u.u.U.U.u.U.U.U.u.u.u.u.U.u.u.U.U.u.d.U.U.U.U.U.D.U.u.u.D.u.U.u.U.u.U.U.u.U.U.U.U.u.u.U.u.U.u.u.u.D.D.u.u.u.D.u.u.u.u.u.U.u.u.U.U.u.u.u.U.U.U.u.U.U.u.U.D.U.U.D.U.U.D.u.u.D.u.D.U.U.u.u.u.U.U.U.u.u.D.u.U.u.u.u.u.D.U.U.u.u.u.u.U.U.u.u.U.U.u.u.u.D.u.u.U.u.D.U.u.D.U.u.u.u.U.D.u.D.u.u.U.U.u.d.u.U.U.u.u.D.u.u.u.U.u.U.U.u.u.u.u.d.u.u.U.u.u.u.U.u.U.U.u.U.u.u.u.u.u.u.D.u.u.d.u.u.U.d.u.u.U.u.U.u.u.u.U.u.u.U.u.u.u.U.u.u.U.U.u.U.u.U.u.u.U.U.u.d.u.U.u.D.U.U.u.U.u.D.u.U.u.D.U.D.u.D.u.U.U.U.u.u.u.U.u.U.u.u.u.u.u.U.U.u.u.u.D.u.u.u.u.U.u.U.U.D.u.U.U.u.u.u.U.U.u.u.u.u.u.u.u.u.u.U.u.u.U.U.D.u.D.u.u.U.D.U.U.U.u.u.u.u.U.d.D.D.u.u.D.U.u.u.u.D.U.U.U.U.U.u.u.u.u.U.u.U.U.U.u.u.u.U.u.u.U.U.u.u.U.D.u.u.U.u.U.u.D.D.u.u.u.u.u.u.U.u.D.D.U.U.u.U.U.u.u.U.U.u.U.u.U.D.u.u.u.u.u.u.U.U.u.U.u.U.U.u.u.U.U.u.D.u.u.u.D.u.u.u.u.u.U.U.U.u.U.U.u.u.u.U.u.u.U.u.U.u.D.U.D.u.u.u.D.u.u.u.U.U.u.U.D.u.u.u.u.u.u.u.u.u.U.u.d.u.D.D.u.u.u.u.D.u.d.u.u.u.u.u.u.U.u.U.U.u.D.U.U.u.u.u.u.u.u.u.D.d.u.D.U.u.U.u.u.u.D.u.u.D.u.u.u.u.d.u.u.u.u.u.u.u.u.u.u.U.U.u.u.d.D.D.u.u.d.u.U.U.U.U.u.U.U.u.D.u.u.U.u.u.u.u.D.u.U.D.u.u.d.D.d.D.u.U.u.u.u.u.u.u.D.u.U.u.U.u.u.u.u.u.u.u.u.U.u.u.U.U.u.U.U.u.D.U.u.u.U.u.u.U.u.u.U.u.u.u.u.u.U.u.u.u.u.u.u.u.u.d.U.u.u.U.U.u.u.U.U.u.u.U.U.D.d.u.u.U.u.U.u.d.u.D.D.u.u.u.U.U.U.U.u.U.U.U.u.u.D.u.u.U.U.D.u.u.D.u.u.D.d.u.u.u.u.u.u.D.D.u.u.u.u.u.u.U.U.U.u.d.U.u.u.u.U.u.u.u.u.u.u.u.u.u.u.u.u.U.U.D.u.u.u.d.u.D.u.u.u.u.u.u.U.D.u.U.U.u.u.u.U.D.u.D.u.u.U.U.u.u.u.u.u.U.u.U.u.U.U.u.u.u.u.u.D.u.u.u.u.u.u.u.d.u.u.U.U.u.u.u.u.u.u.U.U.u.u.U.u.u.U.U.U.u.u.u.u.u.u.U.U.u.d.U.U.u.U.u.U.U.u.u.u.d.u.u.U.U.u.u.u.u.D.U.u.U.u.u.U.U.u.U.u.d.u.u.U.U.u.U.u.U.U.U.U.u.u.u.D.U.U.U.u.D.u.D.U.U.u.U.u.U.D.d.u.U.U.U.u.u.u.u.u.u.u.u.u.u.U.U.U.U.u.U.U.U.u.u.U.u.d.U.U.u.D.u.u.U.u.u.u.U.D.D.U.U.u.u.D.d.u.U.u.U.u.u.U.u.U.U.U.u.u.D.D.U.u.u.u.u.U.u.u.U.U.u.u.u.u.u.u.u.U.u.D.u.U.U.u.U.U.u.u.u.u.U.U.u.u.u.u.u.u.u.U.U.u.u.u.U.D.u.U.u.u.u.u.D.U.U.U.u.u.D.D.D.d.u.u.D.u.U.u.u.u.u.D.u.u.d.d.u.U.u.u.u.u.u.u.u.u.u.u.u.u.u.u.u.U.u.u.U.U.U.U.U.u.U.u.U.U.u.d.U.U.U.U.u.u.u.U.U.U.U.D.d.u.D.u.D.u.U.u.u.U.u.U.u.U.U.u.u.D.u.u.U.U.u.u.D.u.u.U.u.u.u.U.U.u.u.u.u.u.D.u.U.u.U.u.u.U.U.D.u.U.U.u.U.U.U.U.u.u.u.u.u.u.u.u.u.u.U.u.U.u.u.U.U.u.U.u.U.u.D.U.U.u.u.U.u.u.U.D.U.U.U.u.u.U.u.u.U.U.u.U.U.U.U.u.u.U.U.u.u.u.u.u.U.u.u.u.u.u.u.u.u.u.u.u.U.u.U.U.u.u.u.D.u.U.d.U.u.u.U.U.u.u.u.U.U.D.u.U.u.U.u.U.U.U.U.U.u.u.u.u.u.U.U.u.u.u.D.u.u.U.u.u.u.u.u.D.U.D.u.D.D.D.d.D.u.U.U.u.u.u.u.U.u.u.u.u.u.U.U.U.U.u.u.u.U.U.D.u.u.u.u.U.u.u.u.D.u.u.u.u.u.u.u.U.U.u.u.u.u.u.u.u.u.D.U.U.u.D.u.u.u.u.U.u.u.u.U.U.u.u.u.D.u.u.D.U.u.D.u.u.u.U.U.D.u.u.u.u.u.U.D.U.u.U.U.u.U.D.u.D.D.D.u.D.u.d.D.u.u.U.D.U.D.U.U.u.u.u.u.D.u.u.d.d.u.U.U.u.u.D.u.u.U.D.u.D.D.u.U.u.u.u.u.u.u.u.u.u.U.u.u.u.U.u.u.u.u.d.u.U.u.D.u.u.u.U.U.u.u.u.u.u.U.U.U.U.u.u.U.u.U.D.u.u.u.u.U.U.U.u.u.U.D.D.u.u.D.U.U.D.D.d.D.u.u.u.u.u.u.u.D.u.D.u.U.U.u.u.u.d.u.u.D.u.U.D.U.U.u.U.D.U.u.u.U.U.u.U.U.u.D.u.U.U.U.U.D.u.u.u.D.u.u.U.u.u.u.u.u.u.u.u.u.d.u.U.U.u.u.U.U.U.u.u.u.u.u.d.u.u.d.u.u.D.u.u.u.D.u.U.u.u.U.u.D.u.d.U.U.D.U.u.u.u.u.u.U.u.u.u.u.u.U.u.d.u.u.U.U.u.u.u.u.u.u.D.u.U.u.D.u.d.u.u.U.U.d.u.u.u.u.u.u.D.D.u.D.d.u.u.u.U.U.u.u.u.u.u.u.D.u.U.U.u.U.U.u.u.u.U.U.u.U.u.U.U.u.D.u.u.u.u.u.U.u.u.u.u.U.U.u.D.u.D.u.u.U.U.u.u.u.U.D.u.U.u.u.u.u.U.U.u.u.u.D.U.U.u.U.u.U.U.u.u.U.U.u.u.u.u.D.u.U.U.U.D.D.u.U.u.u.U.u.u.U.u.u.U.u.u.U.u.U.U.D.u.u.u.u.u.u.u.U.U.U.u.u.U.U.U.u.D.u.u.u.u.D.u.u.U.u.U.u.u.u.u.u.U.U.u.d.u.u.u.u.D.U.U.u.D.u.U.u.d.u.D.D.u.U.d.d.U.D.u.u.u.U.U.U.D.U.U.U.U.u.u.u.U.U.u.u.U.u.u.D.D.U.u.U.U.u.U.u.D.u.U.u.D.d.u.U.U.u.U.u.u.u.U.U.u.u.u.u.u.D.u.u.u.d.u.u.u.u.u.u.U.u.d.u.D.u.u.u.u.u.d.U.u.u.U.u.U.D.u.U.U.u.D.u.U.u.u.D.u.u.U.u.U.u.u.U.U.u.u.u.U.U.u.D.D.u.U.U.U.u.U.u.u.U.U.u.U.u.U.u.u.U.u.U.u.D.u.u.u.u.u.U.u.u.u.D.D.U.U.u.u.u.D.u.u.U.u.u.U.U.u.u.D.u.D.U.D.U.u.d.u.D.u.U.D.u.u.U.D.U.U.u.u.D.u.U.u.U.U.u.u.u.U.U.U.U.u.u.U.U.u.u.U.u.u.u.u.u.u.U.u.U.u.u.U.u.u.D.U.u.u.u.u.u.u.u.u.d.u.u.U.u.U.u.u.d.D.u.u.u.U.D.u.D.d.U.u.D.u.U.u.u.u.U.u.u.u.u.u.U.u.U.u.u.U.U.u.u.u.u.d.d.U.U.U.U.u.u.U.U.U.U.u.u.U.u.u.U.u.U.D.D.D.u.u.U.u.u.u.D.u.u.u.u.u.u.D.U.u.u.U.U.u.u.u.D.u.d.u.U.u.U.D.D.U.U.D.u.U.u.u.U.u.u.u.u.U.U.u.u.u.U.u.u.u.u.u.D.u.u.u.U.U.D.u.U.u.U.D.U.u.u.u.u.u.u.d.U.D.U.u.D.D.D.u.U.U.U.U.U.u.u.u.D.u.U.D.u.u.u.U.U.D.u.U.U.U.u.u.u.D.U.U.U.U.U.u.u.u.u.u.u.U.u.U.U.u.U.U.U.u.u.u.D.u.u.U.u.U.u.U.u.u.u.u.D.u.u.u.U.u.u.u.u.u.u.u.u.u.u.U.U.U.U.u.U.D.u.U.u.u.u.u.u.U.u.U.U.U.u.u.D.D.u.D.u.u.u.u.u.u.D.u.u.D.U.u.u.U.U.u.u.u.u.u.U.U.U.U.U.D.u.U.u.u.U.U.u.U.U.d.u.u.U.u.u.u.u.u.U.u.U.U.u.U.U.U.U.u.u.u.U.D.u.D.u.u.U.U.u.u.u.u.U.u.D.d.U.U.u.u.u.u.u.u.u.u.u.u.u.D.u.u.u.u.D.u.D.u.u.U.U.u.u.u.u.u.U.U.u.u.U.U.u.u.d.u.U.u.u.u.u.d.u.U.d.u.u.U.U.U.U.u.U.U.u.u.u.u.u.u.u.u.u.U.u.U.U.u.u.U.U.u.U.U.u.u.U.U.D.u.U.D.u.u.u.u.U.D.u.U.D.U.U.U.D.d.D.u.u.u.U.u.u.U.U.D.u.U.u.U.U.U.u.U.u.u.U.u.u.d.D.u.u.U.u.U.u.u.u.u.u.U.u.U.U.U.u.U.U.D.D.U.U.D.u.u.u.u.u.u.D.u.u.D.u.u.u.d.u.U.U.U.D.u.u.U.u.u.d.U.u.u.U.U.u.D.u.U.u.u.u.u.u.U.u.D.U.u.U.U.U.u.U.u.u.u.U.U.u.D.u.u.u.U.u.d.U.u.u.u.u.D.u.D.u.u.u.u.U.U.u.u.D.u.D.u.u.U.u.u.u.U.U.U.u.d.u.U.u.u.u.U.U.U.u.u.u.u.u.u.u.u.u.u.D.d.U.u.U.u.u.D.u.U.u.u.U.D.D.u.u.d.D.U.U.d.u.U.U.D.u.D.u.u.u.D.u.u.D.u.u.u.U.u.U.u.U.U.u.D.U.U.U.u.U.U.u.u.U.u.u.u.U.u.u.u.u.U.U.U.U.u.U.u.u.d.u.u.u.U.U.u.u.u.U.U.U.u.U.u.u.U.u.U.u.u.u.D.U.U.u.u.u.U.U.U.u.u.u.u.U.U.D.u.u.U.D.U.u.d.u.U.D.u.U.u.U.u.u.u.u.D.u.u.D.U.d.U.u.u.U.U.U.u.u.u.u.u.U.U.U.u.u.D.u.U.U.u.U.u.u.D.D.U.U.u.u.u.u.u.U.u.d.u.d.U.U.u.u.U.u.D.D.u.U.U.U.U.U.U.U.U.U.U.D.u.u.U.u.u.u.u.U.U.U.U.u.U.d.u.u.U.D.U.D.U.u.u.U.u.U.U.u.u.u.u.u.U.U.u.U.u.D.u.U.u.u.u.U.u.u.u.U.u.U.u.u.u.u.U.u.u.u.u.u.u.u.U.U.U.U.u.U.U.u.U."|2|0.196
5441|"botnet"|"147.32.84.207-98.126.71.122-80-tcp"|"99*i*I+I*i*z*i*z*i*i+i+i+I*I+z*z*z*z*i*"|3|0.414
2254|"normal"|"147.32.84.164-91.189.88.33-80-tcp"|"88.Y00000000000000Y."|3|0.276
1820|"normal"|"147.32.84.164-91.189.90.132-80-tcp"|"8700000000000000000000000000000000000000000000000Y.Y*y*"|3|0.306
3534|"normal"|"147.32.84.170-209.85.149.116-80-tcp"|"99*z*z*z*z*"|3|0.134
3513|"normal"|"147.32.84.134-69.63.189.31-443-tcp"|"99.Z.Z.Z.Z.z.Z,"|3|NA
5382|"botnet"|"147.32.84.207-94.127.76.180-80-tcp"|"99.Z*Y.Z*Y.Z*z*Z."|3|0.584
6917|"botnet"|"147.32.84.205-213.165.64.102-25-tcp"|"21.S.R,a,R.R,s.A.R,S.a.S.S.r,S*R,r,r.r,R.R,R*"|1|0.988
7738|"botnet"|"147.32.84.192-98.139.175.224-25-tcp"|"22*S,s,S*B*s+s*s+b+B*s*S,"|1|NA
5105|"botnet"|"147.32.84.206-205.188.156.193-25-tcp"|"22+S,S+s+s,S*R,S0S+S,s+S."|1|0.996
2249|"normal"|"147.32.84.170-209.85.148.106-80-tcp"|"44+U,U,u,U+D+u,u+U,U+u,u+U,u,d,u+U,U*U,u+D+u+D+D+u,u,U+u,u,u+D+u,u+u,u,d,U,u,U+u+u,U+u,u+u,u,d,u,u,u,d,u,u,u,u+D+u,u,u,u,u+u,u+u+u+u+u+U,u,u+U,u,u,u+U,U+U,u,u,u,u,U+U,u,u,d,u,u+u,u,W+W,U+u,u,u+u,u+u,u+u+u,u,d,u,u+u,u,d,u,U+u+u,u,U+U,d,u,u,u,u+u,u,U+u,u,u,u+u,d,u+u,u,u,u,u,u,u,u+U,u,u,u,u+D,u,u,D,u,U+U,u,u,U+u+u+u,u,u,U,D+u,u+u,u,u,u,u,u,U+u,u,u,u,u+u,d,d,u,u,d,u,U+u*U,D,u,u+u+u+D+u,u,U,U,U+u,u,u,u+u,u,u,u+D+u,u,u,u,u,u+u,u,d,u,u,U+U,U+u,D,u+u,u,d,u+U,u,u+u,u,u,u,U+U,U,u,u,u,u+u,u+u,D,D+u,u,U+u+U,u,u,U+D+U,U+u+u+u+u,u,u,U+u,u,U,u,u+U,u,u,U+D+u,u+u+U,u,u+U,u,u+u,d,U+U,d,d,u+d+u,u,U+u+D+D+u+d+u,U+u,U,u,u+u,d,u+D+D,u+D+u+u,u+U,U+D+u,u,d,U+u,u+U,U+u,u,u,d,U+u+U,U+u+u,u,d,u,u+U,U+u,u,d,u+u,u,u,u+u,u,U+u,u+u+u+u,u,U,u,d,u,u+U,u,U+u,u+D+u,u+U,U+D+u+u+u,u+u+u,U+u+d+u,u,U,u+U,u+u+u,d,u,u,u+u,U*u+u+D+d+D+U,d,u,u+u,U+u+u,u,u+D+u+U,d,u,u,d,u,u+D,D+d,u,D,U,u,d,U+U,U+U,u,u,U+U,u,d,u,u,u,u,u,u+u,u,U,u,u+u,d,U,U+U,U+U,u,U,u,u+d+u,u+u,U+u+U,u,d,U+U,d,U+u+u,u+U,u,u+u+u+u+u,U,U+u,u+D+u+U,U+u,D,u,U+U,u,D,D,u+u,u+D+u+U,u,u,U+U,U+U,U+u+D+u,U+u,U,U+u+U,U+U,u,u+U,U+u+u,u,u,u+U,u+u,u,U,u+U,U+u,u,u,u,u,v+v,v+V,e,V+v+V,v,v,v,e,v,V+V,e,e,V+V,U+u,u,u,u,u,U*U,d,u+u,U+u,u,U,u+D+u+D+u+u,u+U,d,U+d+U,u,u+D+u+u,u,u+U,U+U,u,U*U,u+U,u,d,u,u+U,U+u+U,U*U+D+U,d,d,u,d,U+U,u+u+U,u,u+D+u+u,D,u+u+U,u,u,u,u,u+d+U,u,u,d,u+D+u+D,u,u,u+u,u,u,u,u,u,u,U+U,u,u+u,u,u,u+U,u,D+U,u,u+U,u,U+u,u,U+u,u,d,U+U,d,u,u+D+u+d,u+u,u,d,d,u+u+U,U+u,d,u,u,u+U,u,u,u,u,D,u+U,U,u,u+u+u,u+u,u,u,u,u+u+U,u+d+D+u,d,u,u,u,u,U+U,U+u,u+U,d,d,U+u+u+D+U,u+u,d,u,u,U+u,u+u+u,u+u,u+U,u,u,u,u+U,u,U+D+u,u,u,u,u,u+u,u+U,u,u,u,u,d,U+u,u,u,U+u,u,d,u+u,u,d,u+D,U,U,u,u,d,d,d,d,d,d,U+u+u+U,U+u+u+D,u+u+u,d,u+u+u,u,u,u,u+u,u,u,u,u,u,u,u,u+u,u+u+u,u,u,u,U+u,u+D+U,d,U+D+u,u,U+U,u,u,U*U,D+u,u,u,u,d,u,u+U,U+d+u+u+U,u,u+U,U+D+u,U+U,u,U*D+u,u+U,d,u,u+u,u,U+U,d,U+u,D,d,u,u+U,U+u+u+u,u,u+U,U+u,u+u,u+u+u,d,u,U,u+U,u,u,U+U,u+u+u,u,u+U,U+u,u,u,u,U+u,u,"|2|0.064
322|"botnet"|"147.32.84.165-205.178.149.7-25-tcp"|"22*s*S+S0S*s+s*s*S,S*s*"|1|NA
8599|"normal"|"147.32.84.170-74.125.232.192-80-tcp"|"99*z*r*R.r."|3|0.726
8895|"botnet"|"147.32.84.192-110.75.2.95-80-tcp"|"88.Y.Y.Y.y."|3|0.758
8847|"normal"|"147.32.84.170-91.198.174.233-80-tcp"|"88.Z.Z.I.Z."|3|0.726
4078|"normal"|"147.32.84.134-213.150.61.61-80-tcp"|"66.w.w.Z000"|2|0.058
4507|"botnet"|"147.32.84.165-213.199.180.150-25-tcp"|"11*A*A*r+A+R,r,R*r+r*r*A*B*r*"|1|0.972
5092|"botnet"|"147.32.84.204-195.113.232.96-80-tcp"|"99*h*y+Y,Y*z*y*y*y*t+z*Y+y*"|3|0.95
4285|"normal"|"147.32.84.170-74.125.232.205-80-tcp"|"69*z0z*z*z*Z+"|3|0.156
7883|"botnet"|"147.32.84.208-74.6.136.65-25-tcp"|"22*s+s+S*B*s+B+s*"|1|0.998
